计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,OM25062900002041,中信银行--观音桥支行（日配）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.526012,29.571562,0.0,V179线,2,2025-06-30 07:08:00,2025-06-30 07:28:00,9.3,17.5,,,,,大型面包车
2025-06-30,OM25062900003753,重庆曾家岩大桥建设管理有限公司_素菜,2025-06-30 08:00:00,2025-06-30 08:30:00,106.555505,29.571809,0.0,V179线,3,2025-06-30 08:00:00,2025-06-30 08:20:00,6.484,9.8,,,,,大型面包车
2025-06-30,OM25062900004935,烤匠南坪协信星光店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57777,29.529062,0.0,V179线,4,2025-06-30 08:40:00,2025-06-30 09:05:00,9.989,16.8,,,,,大型面包车
2025-06-30,OM25062900004328,重庆市环境卫生事务中心,2025-06-30 06:00:00,2025-06-30 06:30:00,106.51557,29.585954,0.0,V180线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,24.682,24.5,57.171,122.0,835.381,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062700007802,重庆市人口与家庭发展研究中心,2025-06-30 06:40:00,2025-06-30 07:00:00,106.609065,29.657856,0.0,V180线,2,2025-06-30 06:40:00,2025-06-30 07:00:00,16.818,19.6,,,,,大型面包车
2025-06-30,OM25062900000261,重庆建工第十二建设有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.520058,29.605993,0.0,V180线,3,2025-06-30 07:18:00,2025-06-30 07:38:00,15.671,17.5,,,,,大型面包车
2025-06-30,OM25062700007280,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V181线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,72.067,321.6,1404.503,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900000535,太极涵菡渝北分公司-一楼,2025-06-30 07:10:00,2025-06-30 07:30:00,106.491675,29.63761,0.0,V181线,2,2025-06-30 07:10:00,2025-06-30 07:30:00,14.833,16.8,,,,,大型面包车
2025-06-30,OM25062800004938,铁山坪三楼食堂-调味品类,2025-06-30 09:00:00,2025-06-30 09:30:00,106.682204,29.624552,0.0,V181线,3,2025-06-30 09:00:00,2025-06-30 10:20:00,24.568,19.6,,,,,大型面包车
2025-06-30,OM25062800001921,重庆凯源石油天然气有限责任公司巴南分公司,2025-06-30 05:30:00,2025-06-30 06:00:00,106.527229,29.467279,0.0,V182线,1,2025-06-30 05:30:00,2025-06-30 06:10:00,41.523,30.8,47.269,162.0,629.588,2025-06-30 04:59:00,大型面包车
2025-06-30,OM25062900002293,中国共产党重庆市巴南区委员会党校,2025-06-30 06:00:00,2025-06-30 06:30:00,106.555913,29.45729,0.0,V182线,2,2025-06-30 06:21:00,2025-06-30 07:41:00,5.746,11.2,,,,,大型面包车
2025-06-30,OM25062700003666,重庆三峰卡万塔环境产业有限公司,2025-06-30 06:10:00,2025-06-30 06:30:00,106.494448,29.454464,0.0,V183线,1,2025-06-30 06:10:00,2025-06-30 06:50:00,37.278,28.0,59.072,193.0,480.106,2025-06-30 05:42:00,大型面包车
2025-06-30,OM25062900004271,烤匠时代广场,2025-06-30 08:30:00,2025-06-30 08:50:00,106.583643,29.564171,0.0,V183线,2,2025-06-30 08:30:00,2025-06-30 08:55:00,21.794,25.2,,,,,大型面包车
2025-06-30,OM25062700002705,重庆两江新区嘉景湾幼儿园-老师餐,2025-06-30 06:00:00,2025-06-30 06:30:00,106.488323,29.702462,0.0,V184线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,17.171,15.4,31.889,95.4,260.482,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062700001742,重庆康达环保产业（集团）有限公司,2025-06-30 06:50:00,2025-06-30 07:10:00,106.516043,29.622297,0.0,V184线,2,2025-06-30 06:50:00,2025-06-30 07:20:00,14.718,14.0,,,,,大型面包车
2025-06-30,OM25062900003087,渝北区消防救援支队-龙溪站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.530134,29.594603,0.0,V185线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,25.447,21.0,56.083,183.6,469.98,2025-06-30 05:39:00,大型面包车
2025-06-30,OM25062900002172,重庆市港航海事事务中心,2025-06-30 06:20:00,2025-06-30 06:40:00,106.532812,29.590116,0.0,V185线,2,2025-06-30 06:24:00,2025-06-30 06:44:00,2.003,4.2,,,,,大型面包车
2025-06-30,OM25062900004032,中建八局第二建设有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.488117,29.59991,0.0,V185线,3,2025-06-30 06:57:00,2025-06-30 07:17:00,9.111,12.6,,,,,大型面包车
2025-06-30,OM25062900005012,中信银行-金渝支行（日配）,2025-06-30 07:50:00,2025-06-30 08:15:00,106.532388,29.658287,0.0,V185线,4,2025-06-30 07:50:00,2025-06-30 08:10:00,10.683,16.8,,,,,大型面包车
2025-06-30,OM25062900005452,慎安（重庆）医院-月子厨房,2025-06-30 08:15:00,2025-06-30 08:35:00,106.478899,29.642794,0.0,V185线,5,2025-06-30 08:23:00,2025-06-30 08:43:00,8.839,12.6,,,,,大型面包车
2025-06-30,OM25062700007306,中铁建生态环境有限公司-早餐,2025-06-30 06:20:00,2025-06-30 06:40:00,106.402117,29.80278,0.0,V186线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,18.553,14.7,47.11,122.7,1126.723,2025-06-30 06:05:00,大型面包车
2025-06-30,OM25062900000231,重庆市北碚区规划和自然资源局,2025-06-30 06:30:00,2025-06-30 06:50:00,106.408096,29.803608,0.0,V186线,2,2025-06-30 06:43:00,2025-06-30 07:03:00,1.657,2.8,,,,,大型面包车
2025-06-30,OM25062900005578,十中队,2025-06-30 07:00:00,2025-06-30 07:20:00,106.416438,29.79395,0.0,V186线,3,2025-06-30 07:07:00,2025-06-30 07:27:00,2.971,4.2,,,,,大型面包车
2025-06-30,OM25062900002292,重庆市正源水务工程质量检测有限责任公司,2025-06-30 07:30:00,2025-06-30 07:50:00,106.540485,29.827536,0.0,V186线,4,2025-06-30 07:48:00,2025-06-30 08:08:00,23.929,21.0,,,,,大型面包车
2025-06-30,OM25062700006271,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V187线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,57.92,191.3,364.44,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900000364,重庆中兴软件有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.518746,29.625885,0.0,V187线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,10.468,14.0,,,,,大型面包车
2025-06-30,OW25062900001084,丽苑大酒店-宴会厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V187线,3,2025-06-30 07:35:00,2025-06-30 08:10:00,14.786,14.7,,,,,大型面包车
2025-06-30,OW25062700000058,天骄名城小金星幼儿园-老师,2025-06-30 05:50:00,2025-06-30 06:10:00,106.322559,29.587865,0.0,V188线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,16.332,19.6,33.416,129.9,199.779,2025-06-30 05:30:00,大型面包车
2025-06-30,OM25062900003372,重庆国际物流枢纽园区-早餐,2025-06-30 06:50:00,2025-06-30 07:10:00,106.39973,29.641279,0.0,V188线,2,2025-06-30 07:00:00,2025-06-30 07:40:00,17.084,20.3,,,,,大型面包车
2025-06-30,OM25062700006451,重庆市九龙坡区金凤镇人民政府,2025-06-30 05:50:00,2025-06-30 06:10:00,106.324981,29.525253,0.0,V189线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,27.447,21.0,76.897,191.0,619.227,2025-06-30 05:29:00,大型面包车
2025-06-30,OM25062700005893,重庆市九龙坡区文化馆,2025-06-30 07:00:00,2025-06-30 07:30:00,106.512547,29.511351,0.0,V189线,2,2025-06-30 07:01:00,2025-06-30 07:21:00,22.077,21.0,,,,,大型面包车
2025-06-30,OM25062900006042,北碚中队,2025-06-30 08:20:00,2025-06-30 08:40:00,106.457473,29.727665,0.0,V189线,3,2025-06-30 08:20:00,2025-06-30 08:40:00,27.373,23.8,,,,,大型面包车
2025-06-30,OM25062900004584,中建五局—重庆凤栖湖项目,2025-06-30 06:00:00,2025-06-30 06:10:00,106.325398,29.53605,0.0,V190线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.077,20.3,103.057,140.5,396.194,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900002119,重庆熙街购物中心管理有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.30965,29.608528,0.0,V190线,2,2025-06-30 06:37:00,2025-06-30 06:57:00,10.696,16.8,,,,,大型面包车
2025-06-30,OM25062900005066,公路数据双桥基地干副,2025-06-30 07:40:00,2025-06-30 08:10:00,105.807366,29.527033,0.0,V190线,3,2025-06-30 07:40:00,2025-06-30 08:00:00,64.284,43.4,,,,,大型面包车
2025-06-30,OM25062700007680,长江重庆航道局,2025-06-30 06:00:00,2025-06-30 06:45:00,106.533262,29.609008,0.0,V191线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,23.924,18.9,44.821,107.1,912.164,2025-06-30 05:41:00,大型面包车
2025-06-30,OW25062900001097,渝北区交巡警-龙山大队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.497532,29.595188,0.0,V191线,2,2025-06-30 06:30:00,2025-06-30 06:50:00,5.962,7.0,,,,,大型面包车
2025-06-30,OM25062900003042,中信银行-两江支行（日配）,2025-06-30 06:50:00,2025-06-30 07:10:00,106.572532,29.652119,0.0,V191线,3,2025-06-30 07:08:00,2025-06-30 07:28:00,14.935,18.2,,,,,大型面包车
2025-06-30,OM25062900003366,重庆国际物流枢纽园区-晚餐,2025-06-30 06:50:00,2025-06-30 07:10:00,106.39973,29.641279,0.0,V192线,1,2025-06-30 06:50:00,2025-06-30 07:30:00,6.722,9.1,6.722,49.1,231.282,2025-06-30 06:41:00,大型面包车
2025-06-30,OM25062700002601,重庆三峰卡万塔环境产业有限公司二,2025-06-30 06:10:00,2025-06-30 06:30:00,106.494448,29.454464,0.0,V193线,1,2025-06-30 06:10:00,2025-06-30 06:50:00,37.278,28.0,55.659,143.0,1389.383,2025-06-30 05:42:00,大型面包车
2025-06-30,OW25062900000091,丽苑大酒店-西餐厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V193线,2,2025-06-30 07:30:00,2025-06-30 08:05:00,18.381,17.5,,,,,大型面包车
2025-06-30,OM25062700007290,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V194线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,46.682,246.6,222.779,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900002322,重庆市渝中区城市管理综合行政执法支队,2025-06-30 06:40:00,2025-06-30 07:05:00,106.575754,29.559868,0.0,V194线,2,2025-06-30 06:56:00,2025-06-30 07:16:00,4.156,10.5,,,,,大型面包车
2025-06-30,OM25062900005334,烤匠南坪协信星光店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57777,29.529062,0.0,V194线,3,2025-06-30 08:40:00,2025-06-30 09:05:00,9.86,16.1,,,,,大型面包车
2025-06-30,OM25062900002710,重庆国宾妇产医院有限公司-vip食堂,2025-06-30 06:20:00,2025-06-30 06:30:00,106.551376,29.564366,0.0,V195线,1,2025-06-30 06:20:00,2025-06-30 07:40:00,30.06,27.3,40.677,192.3,419.605,2025-06-30 05:53:00,大型面包车
2025-06-30,OM25062900004257,烤匠来福士-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.594307,29.570101,0.0,V195线,2,2025-06-30 08:40:00,2025-06-30 09:05:00,10.617,14.7,,,,,大型面包车
2025-06-30,OW25062800000074,恒大小金星幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:10:00,106.453207,29.481983,0.0,V196线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.851,23.1,55.067,122.2,277.623,2025-06-30 05:27:00,大型面包车
2025-06-30,OM25062700006537,一号楼,2025-06-30 06:30:00,2025-06-30 07:00:00,106.54485,29.416135,0.0,V196线,2,2025-06-30 06:30:00,2025-06-30 06:50:00,15.971,16.8,,,,,大型面包车
2025-06-30,OM25062900003613,重庆农村商业银行股份有限公司巴南支行,2025-06-30 06:40:00,2025-06-30 07:00:00,106.544137,29.415566,0.0,V196线,3,2025-06-30 06:59:00,2025-06-30 07:29:00,8.245,9.1,,,,,大型面包车
2025-06-30,OM25062700005370,回兴路食堂,2025-06-30 05:50:00,2025-06-30 06:10:00,106.6134,29.688502,0.0,V197线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.58,36.4,77.703,186.4,1148.361,2025-06-30 05:14:00,大型面包车
2025-06-30,OM25062900000377,重庆市地质矿产勘查开发局107地质队,2025-06-30 06:20:00,2025-06-30 06:40:00,106.611483,29.711383,0.0,V197线,2,2025-06-30 06:25:00,2025-06-30 06:45:00,6.464,14.7,,,,,大型面包车
2025-06-30,OW25062700000040,渝北区交巡警-双凤大队,2025-06-30 06:00:00,2025-06-30 07:00:00,106.63903,29.741647,0.0,V197线,3,2025-06-30 06:57:00,2025-06-30 07:17:00,7.808,11.9,,,,,大型面包车
2025-06-30,OM25062700004886,重庆市北碚区天生幼儿园,2025-06-30 08:00:00,2025-06-30 08:01:00,106.44339,29.833109,0.0,V197线,4,2025-06-30 08:00:00,2025-06-30 08:20:00,32.851,29.4,,,,,大型面包车
2025-06-30,OM25062900005110,中国石油集团川庆钻探工程有限公司重庆运输总公司,2025-06-30 05:40:00,2025-06-30 06:10:00,106.514249,29.582631,0.0,V198线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,24.527,21.7,40.287,151.7,1988.039,2025-06-30 05:18:00,大型面包车
2025-06-30,OM25062900000357,中国人民武装警察部队重庆市总队机关服务中心,2025-06-30 06:20:00,2025-06-30 06:40:00,106.506101,29.596163,0.0,V198线,2,2025-06-30 06:20:00,2025-06-30 06:40:00,2.506,6.3,,,,,大型面包车
2025-06-30,OM25062900000388,中国人民武装警察部队重庆市总队机关服务中心,2025-06-30 06:20:00,2025-06-30 06:40:00,106.506101,29.596163,0.0,V198线,3,2025-06-30 06:40:00,2025-06-30 07:00:00,0.0,0.0,,,,,大型面包车
2025-06-30,OM25062900000881,中信银行-九龙坡支行（日配）,2025-06-30 07:30:00,2025-06-30 07:50:00,106.520194,29.511616,0.0,V198线,4,2025-06-30 07:30:00,2025-06-30 07:50:00,13.254,16.1,,,,,大型面包车
2025-06-30,OM25062900000226,十八中观音桥面食-一楼三组,2025-06-30 04:50:00,2025-06-30 05:10:00,106.548222,29.581026,0.0,V199线,1,2025-06-30 04:50:00,2025-06-30 05:10:00,28.399,26.6,51.209,281.6,528.596,2025-06-30 04:23:00,大型面包车
2025-06-30,OM25062700006269,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V199线,2,2025-06-30 05:25:00,2025-06-30 06:45:00,4.85,7.0,,,,,大型面包车
2025-06-30,OM25062900004704,重庆市房地产交易事务中心,2025-06-30 06:50:00,2025-06-30 07:00:00,106.539747,29.5637,0.0,V199线,3,2025-06-30 06:51:00,2025-06-30 07:11:00,5.215,6.3,,,,,大型面包车
2025-06-30,OM25062700001153,戴维斯物业管理-国家开发银行重庆分行,2025-06-30 07:00:00,2025-06-30 07:30:00,106.575366,29.577498,0.0,V199线,4,2025-06-30 07:20:00,2025-06-30 07:40:00,5.042,8.4,,,,,大型面包车
2025-06-30,OM25062900006023,烤匠来福士,2025-06-30 08:40:00,2025-06-30 09:00:00,106.594307,29.570101,0.0,V199线,5,2025-06-30 08:40:00,2025-06-30 09:05:00,7.703,13.3,,,,,大型面包车
2025-06-30,OM25062800001781,渝北三号桥食堂,2025-06-30 05:10:00,2025-06-30 05:30:00,106.632519,29.713308,0.0,V200线,1,2025-06-30 05:10:00,2025-06-30 06:30:00,32.403,35.7,49.988,275.7,417.805,2025-06-30 04:34:00,大型面包车
2025-06-30,OM25062700007434,重庆市渝北区体育事业发展中心,2025-06-30 06:30:00,2025-06-30 06:50:00,106.575232,29.723521,0.0,V200线,2,2025-06-30 06:45:00,2025-06-30 07:05:00,7.909,14.7,,,,,大型面包车
2025-06-30,OM25062900001891,中信银行-渝北支行（日配）,2025-06-30 07:40:00,2025-06-30 08:00:00,106.613147,29.712397,0.0,V200线,3,2025-06-30 07:40:00,2025-06-30 08:00:00,4.785,8.4,,,,,大型面包车
2025-06-30,OM25062900005338,烤匠大悦城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57822,29.727912,0.0,V200线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,4.891,9.8,,,,,大型面包车
2025-06-30,OM25062900001958,悦来食堂,2025-06-30 06:10:00,2025-06-30 06:30:00,106.546076,29.742892,0.0,V201线,1,2025-06-30 06:10:00,2025-06-30 06:30:00,29.062,23.1,35.18,118.1,54.11,2025-06-30 05:47:00,大型面包车
2025-06-30,OM25062900006035,中建五局—中央公园项目部,2025-06-30 07:25:00,2025-06-30 07:30:00,106.590964,29.743122,0.0,V201线,2,2025-06-30 07:25:00,2025-06-30 07:45:00,6.118,7.7,,,,,大型面包车
2025-06-30,OM25062800002729,国家税务总局重庆市璧山区税务局,2025-06-30 06:00:00,2025-06-30 06:30:00,106.238898,29.586376,0.0,V202线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,26.302,25.2,56.35,176.0,1407.89,2025-06-30 05:35:00,大型面包车
2025-06-30,OM25062900004026,勤务学院五食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,0.0,V202线,2,2025-06-30 06:40:00,2025-06-30 07:30:00,18.323,20.3,,,,,大型面包车
2025-06-30,OM25062900005065,重庆青凤科技发展有限公司,2025-06-30 07:20:00,2025-06-30 07:45:00,106.33835,29.715338,0.0,V202线,3,2025-06-30 07:41:00,2025-06-30 08:31:00,11.725,10.5,,,,,大型面包车
2025-06-30,OM25062900004377,重庆博通水利信息网络有限公司,2025-06-30 05:15:00,2025-06-30 05:40:00,106.509583,29.614488,0.0,V203线,1,2025-06-30 05:15:00,2025-06-30 05:35:00,22.134,19.6,57.599,189.6,1278.251,2025-06-30 04:55:00,大型面包车
2025-06-30,OM25062900000479,重庆高速资产经营管理有限公司石油销售分公司,2025-06-30 06:10:00,2025-06-30 06:30:00,106.501284,29.585424,0.0,V203线,2,2025-06-30 06:10:00,2025-06-30 06:30:00,4.311,9.8,,,,,大型面包车
2025-06-30,OW25062700001111,静苑观江岭幼儿园-教师,2025-06-30 06:30:00,2025-06-30 06:50:00,106.541018,29.504005,0.0,V203线,3,2025-06-30 06:49:00,2025-06-30 07:24:00,15.37,18.9,,,,,大型面包车
2025-06-30,OW25062900001092,重庆嘉威啤酒有限公司,2025-06-30 07:45:00,2025-06-30 08:25:00,106.49045,29.455114,0.0,V203线,4,2025-06-30 07:45:00,2025-06-30 08:05:00,15.784,19.6,,,,,大型面包车
2025-06-30,OM25062700007279,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V204线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,38.763,141.6,799.462,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062700005716,重庆浩航船务有限公司,2025-06-30 07:00:00,2025-06-30 07:25:00,106.533997,29.565588,0.0,V204线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,6.097,9.1,,,,,大型面包车
2025-06-30,OM25062700001378,重庆市渝北区人民政府双龙湖街道办事处,2025-06-30 06:00:00,2025-06-30 06:20:00,106.633012,29.717755,0.0,V205线,1,2025-06-30 06:00:00,2025-06-30 07:05:00,31.877,34.3,42.007,139.3,56.844,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900005510,中建五局—中央公园项目部,2025-06-30 07:25:00,2025-06-30 07:30:00,106.590964,29.743122,0.0,V205线,2,2025-06-30 07:25:00,2025-06-30 07:45:00,10.13,16.1,,,,,大型面包车
2025-06-30,OM25062700007678,浙商银行股份有限公司重庆分行,2025-06-30 06:00:00,2025-06-30 06:30:00,106.496322,29.619746,0.0,V206线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,19.396,20.3,48.85,149.8,989.037,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900001323,重庆市公安局特勤局,2025-06-30 06:30:00,2025-06-30 06:50:00,106.519062,29.606843,0.0,V206线,2,2025-06-30 06:30:00,2025-06-30 07:05:00,4.378,9.8,,,,,大型面包车
2025-06-30,OM25062700005966,重庆瑜煌电力设备制造有限公司-干副,2025-06-30 07:00:00,2025-06-30 07:30:00,106.481465,29.771363,0.0,V206线,3,2025-06-30 07:30:00,2025-06-30 08:10:00,25.076,24.5,,,,,大型面包车
2025-06-30,OM25062900001341,高新区自来水-大学城食堂,2025-06-30 06:30:00,2025-06-30 06:50:00,106.338853,29.603472,0.0,V207线,1,2025-06-30 06:30:00,2025-06-30 06:50:00,15.367,14.0,20.736,64.0,507.788,2025-06-30 06:16:00,大型面包车
2025-06-30,OM25062900002999,中信银行股份有限公司重庆科学城支行（日配）,2025-06-30 07:00:00,2025-06-30 07:20:00,106.381274,29.610625,0.0,V207线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,5.369,9.8,,,,,大型面包车
2025-06-30,OM25062800000105,重庆市沙坪坝区春田幼儿园,2025-06-30 06:00:00,2025-06-30 06:20:00,106.48455,29.561045,0.0,V208线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,26.473,25.2,70.223,210.5,931.9,2025-06-30 05:35:00,大型面包车
2025-06-30,OM25062900003650,陆军勤务学院训练基地勤务连,2025-06-30 06:30:00,2025-06-30 06:50:00,106.504022,29.541437,0.0,V208线,2,2025-06-30 06:35:00,2025-06-30 07:10:00,7.495,14.7,,,,,大型面包车
2025-06-30,OM25062700005588,重庆市沙坪坝区阳光家园第一幼儿园_教师,2025-06-30 08:00:00,2025-06-30 08:01:00,106.453638,29.650345,0.0,V208线,3,2025-06-30 08:00:00,2025-06-30 08:20:00,21.982,25.2,,,,,大型面包车
2025-06-30,OM25062900004277,烤匠金沙天街,2025-06-30 08:40:00,2025-06-30 09:00:00,106.465319,29.560707,0.0,V208线,4,2025-06-30 08:40:00,2025-06-30 09:05:00,14.273,20.3,,,,,大型面包车
2025-06-30,OM25062900003197,渝北区消防救援支队-台商站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.616885,29.676158,0.0,V209线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,37.214,33.6,60.598,223.6,443.07,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900002536,重庆市渝北区救助管理站,2025-06-30 06:40:00,2025-06-30 07:05:00,106.626249,29.676689,0.0,V209线,2,2025-06-30 06:40:00,2025-06-30 07:00:00,4.15,7.0,,,,,大型面包车
2025-06-30,OM25062900005327,烤匠大融城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.540047,29.582589,0.0,V209线,3,2025-06-30 08:40:00,2025-06-30 09:10:00,19.234,28.0,,,,,大型面包车
2025-06-30,OW25062900001121,重庆皓春健康产业有限公司,2025-06-30 05:50:00,2025-06-30 06:10:00,106.498125,29.534557,0.0,V210线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,30.999,27.3,59.601,121.3,879.981,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062900000472,重庆市沙坪坝区档案馆,2025-06-30 06:30:00,2025-06-30 06:35:00,106.453437,29.546603,0.0,V210线,2,2025-06-30 06:30:00,2025-06-30 06:50:00,12.935,15.4,,,,,大型面包车
2025-06-30,OM25062400003394,华能-9楼,2025-06-30 07:00:00,2025-06-30 07:20:00,106.515487,29.624322,0.0,V210线,3,2025-06-30 07:04:00,2025-06-30 07:24:00,15.667,14.0,,,,,大型面包车
2025-06-30,OM25062700005109,中国石油集团川庆钻探工程有限公司重庆运输总公司,2025-06-30 05:40:00,2025-06-30 06:10:00,106.514249,29.582631,0.0,V211线,1,2025-06-30 05:40:00,2025-06-30 06:00:00,24.527,21.7,55.772,246.7,1584.9,2025-06-30 05:18:00,大型面包车
2025-06-30,OM25062800005862,重庆中国三峡博物馆-大礼堂,2025-06-30 06:10:00,2025-06-30 06:30:00,106.556882,29.568347,0.0,V211线,2,2025-06-30 06:12:00,2025-06-30 06:42:00,8.41,11.9,,,,,大型面包车
2025-06-30,OM25062800000098,中机中联-中机建筑大厦,2025-06-30 06:30:00,2025-06-30 07:00:00,106.498158,29.548044,0.0,V211线,3,2025-06-30 06:56:00,2025-06-30 07:16:00,9.852,14.0,,,,,大型面包车
2025-06-30,OM25062900005310,烤匠龙湖北城天街-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.539845,29.583886,0.0,V211线,4,2025-06-30 08:40:00,2025-06-30 09:25:00,12.983,18.2,,,,,大型面包车
2025-06-30,OM25062700006017,重庆农村商业银行股份有限公司南岸支行,2025-06-30 05:48:00,2025-06-30 06:20:00,106.549381,29.52491,0.0,V212线,1,2025-06-30 05:48:00,2025-06-30 06:23:00,38.259,30.1,52.741,145.3,490.786,2025-06-30 05:18:00,大型面包车
2025-06-30,OW25062700000104,静苑观江岭幼儿园,2025-06-30 06:30:00,2025-06-30 06:50:00,106.541018,29.504005,0.0,V212线,2,2025-06-30 06:37:00,2025-06-30 07:12:00,8.738,14.0,,,,,大型面包车
2025-06-30,OM25062900004498,重庆市九龙坡区图书馆,2025-06-30 07:00:00,2025-06-30 08:00:00,106.51228,29.511585,0.0,V212线,3,2025-06-30 07:23:00,2025-06-30 07:43:00,5.744,11.2,,,,,大型面包车
2025-06-30,OM25062900000949,重庆市渝中区机关事务服务中心（奶BF）,2025-06-30 05:50:00,2025-06-30 06:10:00,106.575354,29.558923,0.0,V213线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,34.558,32.9,43.233,126.8,940.399,2025-06-30 05:17:00,大型面包车
2025-06-30,OM25062700007073,新大正物业集团股份有限公司-干副,2025-06-30 06:00:00,2025-06-30 06:25:00,106.55654,29.562133,0.0,V213线,2,2025-06-30 06:20:00,2025-06-30 06:55:00,3.57,9.8,,,,,大型面包车
2025-06-30,OM25062900003262,中信银行股份有限公司重庆分行（日配）,2025-06-30 07:00:00,2025-06-30 07:15:00,106.577057,29.578312,0.0,V213线,3,2025-06-30 07:04:00,2025-06-30 07:24:00,5.105,9.1,,,,,大型面包车
2025-06-30,OM25062900004367,重庆市凤鸣山中学-3楼,2025-06-30 06:00:00,2025-06-30 06:01:00,106.455654,29.535218,0.0,V214线,1,2025-06-30 06:00:00,2025-06-30 06:40:00,27.564,21.7,48.68,211.7,493.132,2025-06-30 05:38:00,大型面包车
2025-06-30,OM25062900005166,沙坪坝区气象局,2025-06-30 06:30:00,2025-06-30 07:10:00,106.470382,29.579333,0.0,V214线,2,2025-06-30 06:53:00,2025-06-30 07:13:00,10.123,13.3,,,,,大型面包车
2025-06-30,OM25062800005125,中信银行-冉家坝支行（日配）,2025-06-30 06:30:00,2025-06-30 07:30:00,106.500604,29.594106,0.0,V214线,3,2025-06-30 07:23:00,2025-06-30 07:43:00,5.021,9.8,,,,,大型面包车
2025-06-30,OM25062900004937,烤匠龙湖北城天街,2025-06-30 08:40:00,2025-06-30 09:00:00,106.539845,29.583886,0.0,V214线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,5.972,12.6,,,,,大型面包车
