销售单号,商品编码,商品名称,单位,拣货数量,长cm,宽cm,高cm,计算规则（L/kg),规则体积推算L,规格体积L,规则体积补充,备注：长宽高为一组；计算规则为二组；规则体积推算为三组；规则体积L+规则体积补充为四组
OM25062900005066,2014767,聚行家黄豆2.5kg,袋,1.0,23.0,6.0,33.0,,,,,
OM25062900005071,852410,[彩食鲜]西红柿,KG,15.12,,,,2.5,,,,
OM25062900004026,1159490,鲜肥膘去皮,KG,10.0,,,,1.8,,,,
OW25062700001071,1532888,乐棒棒豆干(五香味)散装系列,KG,1.0,,,,6.0,,,,
OM25062900005166,1279167,[彩食鲜]绿豆芽,KG,1.06,,,,4.5,,,,
OM25062900004021,1497027,热鲜牛腩切块(约1*1cm),KG,135.0,,,,2.3,,,,
OM25062900004022,1531959,厚豆干（KG）,KG,9.0,,,,2.5,,,,
OM25062900005144,1362923,鲜梅花肉（去里脊）,KG,3.0,,,,1.8,,,,
OM25062900005245,1189998,达利园瑞士卷散装,KG,0.0,,,,6.0,,,,
OM25062900005334,1928895,塔西提青柠(100-150g),KG,1.02,,,,3.0,,,,
OM25062900002442,1359765,冻琵琶腿(90-100g),KG,7.5,,,,2.5,,,,
OM25062900005312,1352943,凤梨(1.3-1.7kg),KG,1.3,,,,2.5,,,,
OM25062900005334,1099529,大葱（清洗）1.5kg,份,1.0,,,,,5.25,,,
OM25062900004275,1177833,黄柠檬(100-150g),KG,0.5,,,,3.0,,,,
OM25062900000330,1485969,冻鸡爪(40-50g),KG,9.5,,,,4.5,,,,
OM25062900004327,1271528,[彩食鲜]大葱,KG,5.0,,,,4.5,,,,
OM25062900004327,1359779,冻鸡翅中(40g+)1kg/袋,袋,7.0,26.0,18.0,2.0,,,,,
OM25062900004460,266092,魔芋,KG,5.0,,,,2.5,,,,
OM25062900005477,1234224,[彩食鲜]西葫芦,KG,15.06,,,,2.9,,,,
OM25062900004417,1694803,热鲜牛肉,KG,7.5,,,,2.3,,,,
OM25062900005578,441,上海青,KG,3.66,,,,7.0,,,,
OM25062900005616,1493225,热鲜三黄鸡切块(约2*2cm),KG,9.14,,,,2.5,,,,
OW25062900001092,1536007,热鲜猪心,KG,7.3,,,,2.8,,,,
TOWB69250629001432,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900005633,1531959,厚豆干（KG）,KG,3.0,,,,2.5,,,,
OM25062900005633,1643148,鲜粉条,KG,3.02,,,,2.5,,,,
OM25062900005633,852432,[彩食鲜]青椒,KG,0.76,,,,5.0,,,,
OM25062900005670,263859,胡萝卜,KG,2.62,,,,2.0,,,,
OM25062900005196,897812,香安一乌鸡汤炖料350g,袋,5.0,28.0,20.0,5.0,,,,,
TOWB69250629000404,1227753,泡小姜5kg,包,1.0,32.0,20.0,10.0,,,,,
OM25062700007669,1258024,本地白壳蛋,KG,23.3,,,,2.0,,,,
OM25062900004496,1448287,蟹味菇125g,包,52.0,,,,,0.5625,,,
OM25062900004498,953471,西芹,KG,2.32,,,,4.0,,,,
OM25062900003913,1186658,松花江情珍珠米24kg,袋,5.0,63.0,33.0,12.0,,,,,
OM25062900004604,1849648,彩食鲜净羊肉(QW),KG,2.5,,,,2.3,,,,
OM25062900002993,1227707,无叶酸菜500g,包,3.0,17.0,14.0,4.0,,,,,
OM25062900005175,1201518,干紫菜40g（包）,包,2.0,17.0,17.0,4.0,,,,,
OM25062900005012,858296,家乐安多夫腌粉调味料453.6g,瓶,1.0,6.5,6.5,16.0,,,,,
OM25062900005697,1748818,冻大肠9.8kg/箱),件,1.0,44.0,30.0,15.0,,,,,
TOWC57250629001439,1345975,双塔龙口粉丝180g,包,1.0,14.0,23.0,4.0,,,,,
OW25062900000189,1794368,紫菜20g,袋,5.0,,,,,,0.6,,
OM25062900004580,414983,沈师傅鸡蛋干150g,包,14.0,20.0,13.0,2.0,,,,,
OW25062900000189,101229,一级保宁醋（金标）430ml,瓶,1.0,24.0,5.0,5.0,,,,,
OM25062900004712,8243,巨龙料酒480ml,瓶,5.0,25.0,6.0,6.0,,,,,
OM25062900005845,1561224,冻鸡爪(55g以上)（工厂子码）,KG,2.58,,,,4.5,,,,
OM25062900004530,1538224,花生米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900004832,1166145,[彩食鲜]春菜,KG,4.1,,,,7.0,,,,
OM25062900004832,1639505,鲜扇骨切块(约2*3cm),KG,1.59,,,,2.8,,,,
OW25062700000087,1084479,西兰花,KG,19.42,,,,5.0,,,,
OM25062900002873,801900,圣迪乐散装谷物蛋,KG,10.0,,,,2.0,,,,
OM25062800005133,1064285,[彩食鲜]油麦菜,KG,9.72,,,,7.0,,,,
OM25062900004879,1483637,冷鲜五花肉(烧毛),KG,1.03,,,,1.5,,,,
OM25062700001639,934784,芬达橙300ml*12,件,4.0,24.0,16.5,16.0,,,,,
OM25062900004894,1287697,国产香蕉,KG,7.9,,,,4.5,,,,
OM25062900004277,1130847,土豆（切片）1.5kg,袋,10.0,,,,,5.25,,,
OW25062900000221,563,苦瓜,KG,0.15,,,,2.0,,,,
OM25062900003344,1700370,松散甘蓝去毛叶,KG,10.1,,,,2.8,,,,
OM25062900004932,1667759,莴笋（切条约4*1.5*1.5cm）1.5kg,袋,4.0,,,,,5.25,,,
OM25062900004666,1284806,[彩食鲜]小米椒,KG,0.76,,,,5.0,,,,
OM25062800005892,1271536,[彩食鲜]空心菜,KG,7.46,,,,7.0,,,,
OM25062900005686,1483637,冷鲜五花肉(烧毛),KG,7.78,,,,1.5,,,,
OM25062800003188,299193,天友纯鲜牛奶220ml,盒,40.0,4.0,4.0,20.0,,,,,
OM25062900004635,59325,伊利金典纯牛奶250ml,盒,24.0,10.0,6.0,4.0,,,,,
OM25062700003857,1271536,[彩食鲜]空心菜,KG,8.48,,,,7.0,,,,
TOW0X2250629000534,837930,法丽兹醇香黑巧克力味曲奇115g,盒,24.0,18.0,15.0,6.0,,,,,
OM25062800004215,1452694,达利园散装法式小面包,KG,2.5,,,,8.0,,,,
OM25062700005716,1068883,豌豆凉粉,KG,6.45,,,,2.5,,,,
OM25061900007357,1116881,奥昆大佬强207速冻葡式蛋挞皮600g（20g*30）,袋,9.0,30.0,20.0,5.0,,,,,
OM25062800005880,1643148,鲜粉条,KG,5.0,,,,2.5,,,,
OW25062900000166,1295893,碎肉,KG,10.52,,,,1.5,,,,
OM25062900000388,1491871,黑鱼(杀净)(杀前3-4斤/条),KG,1.4,,,,1.8,,,,
OM25062800005133,1348108,热鲜前排切块(约2*3cm),KG,10.01,,,,2.8,,,,
OM25062900002840,324454,河粉（鲜）,KG,2.52,,,,2.5,,,,
OM25062900001341,1275639,热鲜整兔去皮切块(约1*1cm),KG,8.52,,,,3.0,,,,
OM25062900000305,1211346,长茄,KG,10.8,,,,4.5,,,,
OM25062900004519,324304,食用碱,KG,5.0,,,,2.5,,,,
OM25062900000330,1362944,冷鲜前腿肉(烧毛),KG,10.27,,,,1.5,,,,
OM25062800001774,1659976,沁园经典菠萝包面包（直送码）,袋,50.0,,,,,,0.8,0,
OM25062700000809,1279445,土豆(5两以上),KG,10.17,,,,1.5,,,,
OM25062700003672,852410,[彩食鲜]西红柿,KG,1.54,,,,2.5,,,,
OM25062700003763,1226142,老豆腐（石膏老豆腐）1kg,包,6.0,20.0,20.0,3.6,,,,,
OM25062700006017,318693,凉粉,KG,12.75,,,,2.5,,,,
OM25062700007409,1610820,冷鲜梅花肉(黑猪),KG,7.62,,,,1.5,,,,
OM25062700007434,1552007,冷鲜羊前腿(去骨去皮),KG,2.58,,,,2.3,,,,
OM25062700006431,447,广东菜心,KG,7.94,,,,7.0,,,,
OM25062700006559,1521662,热鲜猪肝(精品),KG,0.58,,,,2.8,,,,
OM25062700004784,852410,[彩食鲜]西红柿,KG,2.0,,,,2.5,,,,
OM25062700004913,1116865,奶牛梦工场如优鲜牛奶950ml,盒,10.0,9.0,6.0,20.0,,,,,
OM25062700001814,1070677,彩食鲜豆筋,KG,1.5,,,,2.0,,,,
OM25062800005133,1200430,鲜鸡大胸切丝,KG,4.0,,,,2.5,,,,
OM25062800005133,1258024,本地白壳蛋,KG,22.4,,,,2.0,,,,
OM25062700007710,1827807,红提,KG,2.72,,,,4.0,,,,
OM25062800001089,1084446,冻鸭肠1kg/袋,袋,6.0,26.0,18.0,2.0,,,,,
OM25062800000599,1279445,土豆(5两以上),KG,27.74,,,,1.5,,,,
OM25062700006594,2153,鲜秀珍菇,KG,2.3,,,,4.5,,,,
OM25062700001153,1538210,绿豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062700000321,1062490,红椒,KG,3.62,,,,5.0,,,,
OM25062700003112,1276876,糯玉米去皮,KG,6.0,,,,3.5,,,,
OM25062700002601,1415284,肉丝瓜,KG,19.82,,,,2.9,,,,
OM25062700006006,457,白菜,KG,16.44,,,,2.8,,,,
OM25062700007279,1279445,土豆(5两以上),KG,25.23,,,,1.5,,,,
OM25062700005980,953467,白萝卜,KG,14.62,,,,2.0,,,,
OW25062700000087,1385112,红彩椒,KG,2.04,,,,5.0,,,,
OM25062700006667,1182504,鲜纤排切块,KG,5.01,,,,2.8,,,,
OM25062700002881,1191435,蒜米机剥,KG,5.03,,,,2.5,,,,
OM25062700002570,1271536,[彩食鲜]空心菜,KG,6.22,,,,7.0,,,,
OM25062800000711,1064292,[彩食鲜]水白菜,KG,7.7,,,,7.0,,,,
OM25062800005125,1159493,鲜五花肉切片（约2*3cm）,KG,1.07,,,,1.5,,,,
OM25062800000677,1177409,小大葱,KG,5.0,,,,4.5,,,,
OM25062700007750,1271536,[彩食鲜]空心菜,KG,8.1,,,,7.0,,,,
OM25062700007802,1225645,新蒜苔,KG,7.5,,,,4.0,,,,
OM25062800000098,953471,西芹,KG,10.7,,,,4.0,,,,
OM25062800000599,1263926,圣迪乐洁净蛋,KG,21.5,,,,2.0,,,,
OM25062700006456,1166223,[彩食鲜]小白菜,KG,4.09,,,,7.0,,,,
OM25062700006552,1191435,蒜米机剥,KG,2.06,,,,2.5,,,,
OM25062700005771,182221,巨峰葡萄,KG,12.11,,,,4.0,,,,
OM25062700002570,2029171,干大木耳0.5KG,袋,1.0,19.0,7.0,27.0,,,,,
OM25062800000599,2014432,大白豌豆1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062900001268,4730,鲜牛里脊,KG,5.0,,,,2.3,,,,
OM25062900001268,1733122,鲜去皮兔(净膛),KG,3.24,,,,3.0,,,,
OM25062700007627,2014737,黄豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900000357,1182504,鲜纤排切块,KG,8.54,,,,2.8,,,,
OM25062900000357,1902087,白心火龙果(500-600g),KG,12.6,,,,2.0,,,,
OM25062800005306,1902087,白心火龙果(500-600g),KG,2.74,,,,2.0,,,,
OM25062900000330,1271589,[彩食鲜]红彩椒,KG,5.15,,,,5.0,,,,
OM25062900000357,317132,黄皮美人椒,KG,5.0,,,,5.0,,,,
OM25062900001362,1415284,肉丝瓜,KG,5.1,,,,2.9,,,,
OW25062900000026,263859,胡萝卜,KG,1.12,,,,2.0,,,,
OW25062900001075,1393600,小白菜干,KG,10.01,,,,7.0,,,,
OM25062900000937,1980488,库尔勒香梨 (130-160g),KG,5.87,,,,2.5,,,,
OM25062900002009,1182148,毛芋仔（去皮）真空包装,KG,10.0,,,,3.5,,,,
OM25062900003083,1234224,[彩食鲜]西葫芦,KG,2.28,,,,2.9,,,,
OM25062900001997,1166145,[彩食鲜]春菜,KG,3.28,,,,7.0,,,,
OM25062900003068,1347228,[彩食鲜]黄皮美人椒,KG,1.56,,,,5.0,,,,
OM25062900002077,1271574,[彩食鲜]红美人椒,KG,0.54,,,,5.0,,,,
OM25062900002164,625713,白芹,KG,0.84,,,,4.0,,,,
OM25062900003245,846744,莴笋（切片约3mm）,KG,1.64,,,,3.5,,,,
OM25062900003160,844456,土豆球（去皮）,KG,3.16,,,,3.5,,,,
OM25062900003160,1639732,鲜公鸡(整)（烧毛）,KG,0.0,,,,2.5,,,,
OM25062900002164,1211346,长茄,KG,4.4,,,,4.5,,,,
OM25062900003269,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900002293,1275567,鲜三黄鸡（烧毛）,KG,4.62,,,,2.5,,,,
OM25062900003269,949923,仔姜,KG,1.53,,,,2.5,,,,
OM25062900002293,2007170,[彩食鲜]嫩南瓜,KG,8.26,,,,1.6,,,,
OM25062900002295,1166024,[彩食鲜]西兰花,KG,2.8,,,,5.0,,,,
OM25062900002307,852411,[彩食鲜]菜心,KG,11.9,,,,7.0,,,,
OM25062900002311,1065530,火葱,KG,0.0,,,,4.0,,,,
OM25062900003397,1511661,厚皮椒,KG,2.03,,,,5.0,,,,
OM25062900002442,1133453,香葱水洗,KG,1.5,,,,6.0,,,,
OM25062900002442,1355979,热鲜鸡胗（去油）,KG,2.58,,,,2.5,,,,
OM25062900003519,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900003544,1736172,热鲜牛肋条（去骨）,KG,130.0,,,,2.3,,,,
OM25062900003573,1532153,薄豆干（KG）,KG,10.0,,,,2.5,,,,
OM25062900003573,563,苦瓜,KG,0.75,,,,2.0,,,,
OM25062900003366,1630595,冬瓜(切),KG,9.0,,,,3.5,,,,
OM25062900003397,855535,鲜纤排,KG,2.98,,,,2.8,,,,
OM25062900003519,1278861,[彩食鲜]无筋豆,KG,6.12,,,,3.5,,,,
OM25062900002661,1245845,鲜猪蹄（前蹄）（整）,KG,30.0,,,,3.0,,,,
OW25062900000095,1166247,[彩食鲜]青梗花菜,KG,4.4,,,,5.0,,,,
OW25062900000095,1179974,白面条（韭菜叶面）,KG,5.0,,,,2.5,,,,
OW25062900000095,1271589,[彩食鲜]红彩椒,KG,0.6,,,,5.0,,,,
OM25062900003748,2014864,花生米5kg,袋,1.0,36.0,27.0,5.0,,,,,
OM25062900002840,1279167,[彩食鲜]绿豆芽,KG,1.1,,,,4.5,,,,
OM25062900003788,1559505,红皮洋葱,KG,1.0,,,,2.0,,,,
OM25062900003573,1694671,冷鲜里脊肉(黑猪),KG,0.54,,,,1.5,,,,
OM25062800002222,457,白菜,KG,16.02,,,,2.8,,,,
OM25062900003621,1493310,热鲜三黄鸡净膛烧毛,KG,6.48,,,,2.5,,,,
OM25062900002680,1132965,香葱带泥,KG,1.0,,,,6.0,,,,
OM25062900003761,1191435,蒜米机剥,KG,1.18,,,,2.5,,,,
OM25062900003877,1271536,[彩食鲜]空心菜,KG,6.8,,,,7.0,,,,
OM25062900002955,1142550,折耳根,KG,0.28,,,,4.0,,,,
OM25062700006788,837522,天友经典原味酸牛奶160g,杯,15.0,8.0,8.0,12.0,,,,,
OM25062900002118,1201518,干紫菜40g（包）,包,1.0,17.0,17.0,4.0,,,,,
OM25062900000985,1186656,五得利六星馒头用小麦粉25kg,袋,1.0,68.0,43.0,13.0,,,,,
OM25062700006456,1549429,西米0.5kg,袋,3.0,17.0,12.0,4.0,,,,,
OM25062900005015,973452,[彩食鲜]菠菜,KG,3.08,,,,7.0,,,,
OM25062900003961,1179972,白面条（宽面）,KG,0.52,,,,2.5,,,,
OM25062700006656,1187309,农民伯伯水晶锅巴8片,袋,15.0,10.0,6.0,3.0,,,,,
OM25062700002578,1119256,福禄丝雪花生粉4kg,袋,1.0,,,,,,7.0,,
OM25062900002710,2014727,莲子0.5kg,袋,1.0,20.0,11.0,2.0,,,,,
OM25062900002055,569433,金龙鱼优质东北大米10kg,袋,2.0,43.0,30.0,10.0,,,,,
OM25062700007627,164357,李锦记锦珍老抽1750ml,桶,2.0,28.0,10.0,10.0,,,,,
OM25062900002993,264396,红美人椒,KG,0.5,,,,5.0,,,,
OW25062900000124,1064292,[彩食鲜]水白菜,KG,2.7,,,,7.0,,,,
OM25062900003965,2007044,[彩食鲜]白芹,KG,0.52,,,,4.0,,,,
OM25062900005188,787458,[彩食鲜]香菜,KG,1.56,,,,6.0,,,,
OW25062900000145,1483601,冷鲜脊骨,KG,0.6,,,,2.8,,,,
OM25062900005147,1491381,多宝鱼(杀净)(杀前1.1-1.5斤/条),KG,0.0,,,,1.8,,,,
OM25062900005175,1225645,新蒜苔,KG,5.02,,,,4.0,,,,
OM25062900004232,1266848,油麦菜,KG,1.6,,,,7.0,,,,
OM25062900005327,1099534,洋葱（去皮）1.5kg,份,6.0,,,,,5.25,,,
OM25062800000599,1359782,冻鸡翅根(50g+)1kg/袋,袋,5.0,26.0,18.0,2.0,,,,,
OM25062900004329,1069792,彩食鲜苕粉条,KG,0.5,,,,7.5,,,,
OM25062900004346,1552051,鲜五花肉（精品）烧,KG,0.0,,,,1.5,,,,
OM25062900004377,843259,毛芋仔（去皮）,KG,6.58,,,,3.5,,,,
OM25062900004377,852410,[彩食鲜]西红柿,KG,2.62,,,,2.5,,,,
OM25062900004384,167331,小米椒,KG,1.51,,,,5.0,,,,
OM25062900004417,1064285,[彩食鲜]油麦菜,KG,10.28,,,,7.0,,,,
OM25062900004327,787458,[彩食鲜]香菜,KG,0.58,,,,6.0,,,,
OM25062900005399,625713,白芹,KG,2.64,,,,4.0,,,,
OM25062900004346,92,鲜牛腩,KG,2.14,,,,2.3,,,,
OM25062900004376,999143,青椒,KG,6.53,,,,5.0,,,,
OM25062900004410,1362923,鲜梅花肉（去里脊）,KG,8.02,,,,1.8,,,,
OM25062900004485,1084479,西兰花,KG,4.44,,,,5.0,,,,
OM25062900004495,1491756,水发品(猪黄喉),KG,0.5,,,,2.0,,,,
OM25062900004496,846698,[彩食鲜]豇豆,KG,10.0,,,,3.5,,,,
OM25062900005578,846698,[彩食鲜]豇豆,KG,4.06,,,,3.5,,,,
OM25062900005697,1485969,冻鸡爪(40-50g),KG,9.5,,,,4.5,,,,
OM25062900004032,7578,伊利纯牛奶250ml*24,提,1.0,32.0,21.0,18.0,,,,,
OM25062900004359,858318,家乐鸡精900g,袋,2.0,17.0,7.0,20.0,,,,,
TOWB69250629000402,1182462,红蜻蜓物理压榨一级菜籽油5L,瓶,20.0,34.0,14.0,14.0,,,,,
OM25062900005719,1119960,豪吉鸡精2.5KG,袋,1.0,33.0,23.0,4.0,,,,,
OM25062900004460,1179973,白面条（细面）,KG,4.52,,,,2.5,,,,
OM25062900004485,1284806,[彩食鲜]小米椒,KG,2.53,,,,5.0,,,,
OM25062900004485,563,苦瓜,KG,2.52,,,,2.0,,,,
OM25062900004485,852439,[彩食鲜]黄瓜,KG,2.56,,,,2.0,,,,
OM25062900004496,1279167,[彩食鲜]绿豆芽,KG,10.0,,,,4.5,,,,
OM25062900005573,1347228,[彩食鲜]黄皮美人椒,KG,5.06,,,,5.0,,,,
OM25062900004519,1630418,彩食鲜干香茅草,KG,1.0,,,,9.0,,,,
OM25062900005697,1527517,[太合]冻鸡大胸9.8kg/箱,箱,1.0,44.0,30.0,15.0,,,,,
OM25062900005003,570367,海天上等蚝油 6kg,桶,1.0,28.0,17.5,17.5,,,,,
OM25062900004499,1750123,圆糯米5kg,袋,3.0,41.0,29.0,6.5,,,,,
OM25062900000305,1266848,油麦菜,KG,10.42,,,,7.0,,,,
OM25062900005745,1347228,[彩食鲜]黄皮美人椒,KG,2.02,,,,5.0,,,,
OM25062900004677,1065604,胡萝卜B,KG,1.16,,,,2.0,,,,
OM25062700006694,8778,鹌鹑蛋,KG,1.5,,,,2.0,,,,
OM25062900005812,1156062,几江牌60°江津老白干5L,瓶,2.0,15.0,15.0,30.0,,,,,
OM25062900003397,1609821,三线腊肉（烧/洗）,KG,10.64,,,,3.0,,,,
OM25062900005627,2014685,大白豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900005175,1538210,绿豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900004813,1552051,鲜五花肉（精品）烧,KG,1.11,,,,1.5,,,,
OM25062700006442,317727,正大富硒蛋,KG,21.0,,,,2.0,,,,
OM25062900005719,1174731,鲜猪肉馅(5肥5瘦),KG,1.52,,,,1.8,,,,
OM25062700004812,1876853,星雨一次性透明特厚饮杯220ML*50个,包,10.0,21.0,15.0,7.5,,,,,
OM25062900004879,1440759,西瓜红红薯,KG,2.06,,,,2.5,,,,
OM25062900005965,1271554,[彩食鲜]平菇,KG,1.04,,,,4.5,,,,
OM25062900004894,1359019,[六和]冻鸭掌L 1kg/袋,袋,2.0,26.0,18.0,2.0,,,,,
OM25062700006676,1296303,大号饺子皮(直径9.5cm),KG,5.0,,,,2.0,,,,
OM25062900004932,1099506,青小米椒（去把）450g,份,1.0,,,,,1.575,,,
OM25062900006023,1099529,大葱（清洗）1.5kg,份,1.0,,,,,5.25,,,
TOWB69250629000473,2015071,饭豆1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062700007768,7983,雀巢鹰唛炼奶(支装)185g,支,2.0,18.5,6.0,4.0,,,,,
OM25062900006042,575399,天友康美包纯牛奶250ml*24,提,1.0,32.0,21.0,18.0,,,,,
OM25062800000098,1234224,[彩食鲜]西葫芦,KG,16.14,,,,2.9,,,,
OM25062700006632,1610820,冷鲜梅花肉(黑猪),KG,3.98,,,,1.5,,,,
OM25062900004813,832965,福临门五常大米5kg,袋,1.0,42.0,27.0,7.0,,,,,
OM25062900003859,1470542,河虾(活),KG,2.5,,,,6.0,,,,
OM25062900003859,1470542,河虾(活),KG,2.5,,,,6.0,,,,
OM25062900004514,804736,天友低脂无蔗糖酸牛奶160g,杯,20.0,8.0,8.0,12.0,,,,,
OM25062700007492,1271536,[彩食鲜]空心菜,KG,6.86,,,,7.0,,,,
OM25062900005378,899687,[彩食鲜]长丝瓜,KG,13.66,,,,2.9,,,,
OM25062700007306,1012109,伊利复原乳黄桃风味发酵乳90g*8,组,2.0,20.0,20.0,8.0,,,,,
OM25062700002578,906948,简爱Hi原味裸酸奶家庭装1.08kg,桶,3.0,27.0,19.0,3.5,,,,,
OM25062900005812,1188068,核桃肉（半成品）,KG,10.0,,,,2.5,,,,
OM25062900005810,1643148,鲜粉条,KG,2.02,,,,2.5,,,,
OM25062900000362,1362929,热鲜二刀肉(烧毛),KG,7.84,,,,1.8,,,,
OM25062700003857,1182504,鲜纤排切块,KG,9.98,,,,2.8,,,,
OM25062900002438,1643148,鲜粉条,KG,5.02,,,,2.5,,,,
OM25062900003636,1643148,鲜粉条,KG,4.98,,,,2.5,,,,
OM25062700003857,1211346,长茄,KG,10.78,,,,4.5,,,,
OM25062900003965,1182504,鲜纤排切块,KG,6.49,,,,2.8,,,,
OW25062700001071,585548,盼盼梅尼耶干蛋糕散装,KG,0.5,,,,6.0,,,,
OM25062700002528,1362944,冷鲜前腿肉(烧毛),KG,2.35,,,,1.5,,,,
OM25062700003523,949923,仔姜,KG,1.57,,,,2.5,,,,
OM25062700002601,1163202,铁棍山药B,KG,3.12,,,,1.5,,,,
OM25062700002601,852432,[彩食鲜]青椒,KG,3.09,,,,5.0,,,,
OM25062700003786,570,南瓜,KG,11.22,,,,1.6,,,,
OM25062700003840,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,40.0,,,,,,0.1,0,
OM25062700005136,1084438,黄秋葵,KG,9.18,,,,3.0,,,,
OM25062700004711,1133453,香葱水洗,KG,0.25,,,,6.0,,,,
OM25062700005767,1276101,热鲜筒骨(带肉率15%)切块(约4*5cm),KG,2.01,,,,2.8,,,,
OM25062700006271,2014878,小薏米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062700007065,2037409,妃子笑荔枝(13-18g),KG,10.04,,,,7.0,,,,
OM25062700006452,1425254,[彩食鲜]千禧小番茄,KG,12.8,,,,2.5,,,,
OM25062700005771,1585968,热鲜牛里脊去筋膜,KG,3.61,,,,2.3,,,,
OM25062700005771,2037409,妃子笑荔枝(13-18g),KG,9.32,,,,7.0,,,,
OM25062700005771,953467,白萝卜,KG,6.33,,,,2.0,,,,
OM25062700007680,1140523,[彩食鲜]白萝卜,KG,0.9,,,,2.0,,,,
OM25062700007722,1166223,[彩食鲜]小白菜,KG,1.13,,,,7.0,,,,
OM25062700005018,317727,正大富硒蛋,KG,11.26,,,,2.0,,,,
OM25062700005370,855535,鲜纤排,KG,4.81,,,,2.8,,,,
OM25062800000554,1630595,冬瓜(切),KG,6.42,,,,3.5,,,,
OM25062800000105,1648817,红富士苹果85#,KG,5.4,,,,2.5,,,,
OM25062800005235,1481205,贝贝南瓜,KG,5.02,,,,1.6,,,,
OM25062700006781,1796328,海白虾(全活)(20-30头/斤),KG,1.5,,,,6.0,,,,
OM25062800001557,1279445,土豆(5两以上),KG,1.03,,,,1.5,,,,
OM25062800000599,1912511,热鲜猪筒骨(黑猪),KG,5.0,,,,2.8,,,,
OM25062700000640,2015956,热鲜五花肉(土猪)(烧毛),KG,3.64,,,,1.8,,,,
OM25062700000975,1182504,鲜纤排切块,KG,4.07,,,,2.8,,,,
OM25062700002528,1362222,[彩食鲜]牛心菜,KG,2.14,,,,4.0,,,,
OM25062700003672,1552101,火葱（去头理净）,KG,0.52,,,,3.5,,,,
OM25062700003857,1564731,热鲜瘦肉后腿,KG,10.27,,,,1.8,,,,
OM25062700004040,1630504,[彩食鲜]小黄葱,KG,1.0,,,,4.0,,,,
OM25062700005094,949923,仔姜,KG,3.02,,,,2.5,,,,
OW25062700000104,1483637,冷鲜五花肉(烧毛),KG,2.08,,,,1.5,,,,
OM25062700006442,1347228,[彩食鲜]黄皮美人椒,KG,1.0,,,,5.0,,,,
OM25062700006442,852439,[彩食鲜]黄瓜,KG,2.7,,,,2.0,,,,
OM25062700007627,1166223,[彩食鲜]小白菜,KG,8.0,,,,7.0,,,,
OM25062700007061,1456767,冻去皮巴沙鱼柳(300-400) 9成,KG,20.0,,,,2.5,,,,
OM25062700002881,1064292,[彩食鲜]水白菜,KG,7.5,,,,7.0,,,,
OM25062700005018,614,生姜湿,KG,2.55,,,,2.5,,,,
OM25062700002570,2029171,干大木耳0.5KG,袋,1.0,19.0,7.0,27.0,,,,,
OM25062700007827,1347140,[彩食鲜]苦茭,KG,1.04,,,,4.0,,,,
OM25062800005133,2007166,[彩食鲜]红头蒜苗,KG,2.51,,,,2.5,,,,
OM25062700007689,1256502,小娃娃菜散装,KG,7.06,,,,7.0,,,,
OM25062900000231,1440759,西瓜红红薯,KG,0.5,,,,2.5,,,,
OM25062700007624,2014890,小米 1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062900001268,1491625,花鲢鱼(活杀)(杀前4-5斤/条),KG,6.5,,,,1.8,,,,
OM25062900000231,2006361,老南瓜(≤3斤),KG,2.08,,,,1.6,,,,
OM25062900000330,1179973,白面条（细面）,KG,15.0,,,,2.5,,,,
OM25062900000330,614,生姜湿,KG,10.05,,,,2.5,,,,
OM25062900000356,1266848,油麦菜,KG,10.74,,,,7.0,,,,
OM25062900000357,608,大葱带叶,KG,4.0,,,,4.5,,,,
OM25062900000388,1491871,黑鱼(杀净)(杀前3-4斤/条),KG,0.0,,,,1.8,,,,
OM25062900000524,894789,圆生菜,KG,3.2,,,,7.0,,,,
OW25062900000026,858270,鲜筒骨（1切2）,KG,3.27,,,,2.8,,,,
OM25062900001570,2024418,青脆李(15-25g),KG,4.12,,,,2.5,,,,
OM25062900001855,1284806,[彩食鲜]小米椒,KG,0.55,,,,5.0,,,,
OM25062900000881,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,25.0,,,,,,0.1,0,
OM25062900000937,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062900001938,1276876,糯玉米去皮,KG,8.18,,,,3.5,,,,
OM25062900000937,1609415,二刀腊肉（烧/洗）,KG,5.28,,,,3.0,,,,
OM25062900000975,614,生姜湿,KG,1.06,,,,2.5,,,,
OM25062900002041,1135181,香菜（去根洗净）,KG,0.25,,,,3.5,,,,
