主客户编码,主客户名称,子客户编码,子客户名称,子客户地址,交接方式,是否限高,额外工作时长（小时） ,是否需要搬运工,配送类型
269669,重庆市住房公积金管理中心（重庆市住房资金管理中心）,Z119415,重庆市住房公积金管理中心沙坪坝办事处,重庆市-沙坪坝区-石井坡街道团结坝436号附38号团结坝438号公积金中心,称重点数,是,,否,正常
107469,重庆轨道资源经营发展有限公司,Z100841,中梁山基地,重庆市九龙坡区福园路,称重点数,否,,否,正常
236412,蓝月亮（重庆）有限公司,Z074563,蓝月亮（重庆）有限公司,蓝月亮,称重点数,否,30分钟,否,正常
170611,重庆九锅箐农林综合开发有限责任公司,Z102432,重庆颐天康养产业发展有限公司,重庆市-渝中区-中山三128号、130号投资大厦车库电梯到负一楼颐天康养食堂,称重点数,是,,否,正常
105085,成都支成食品有限责任公司（重庆）,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196300000003,烤匠大融城,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196290000004,烤匠时代广场,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z037797,烤匠大悦城,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z078516,烤匠巴南万达广场店,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196290000005,烤匠时代天街,重庆市重庆市渝中区时代天街A馆5楼烤匠,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z087542,烤匠来福士,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,信任交接,是,10分钟,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,称重点数,否,,否,正常
125572,重庆市凤鸣山中学,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099716,北碚中队,重庆市重庆市北碚区重庆市重庆市北碚区沙岗坡,称重点数,否,,否,正常
117120,中国人民解放军32605部队,Z014025,中国人民解放军32605部队-保障四队2号食堂 六公里站点,重庆市重庆市南岸区南岸区六公里渝能国际,称重点数,否,,否,正常
119701,重庆市生态环境监测中心工会委员会,Z044013,重庆市生态环境监测中心-用品,重庆市重庆市渝北区重庆市生态环境监测中心,称重点数,是,,否,正常
108923,重庆渝高物业管理有限责任公司,Z102240,两江新区人民医院-小卖部,重庆市-渝北区-人兴路199号导航两江新区第一人民医院新院区4号门，进车库，下到1楼,称重点数,是,1.5小时,否,正常
191154,重庆机场集团有限公司,Z081586,机场职工一食堂干副,重庆市重庆市渝北区机场集团一食堂,称重点数,是,,是,正常
117120,中国人民解放军32605部队,Z014023,中国人民解放军32605部队-保障一队彭家花园食堂,大坪正街彭家花园12号,称重点数,是,,否,正常
252513,中国人民解放军32614部队,Z092497,252513-巴南站点,重庆市-巴南区-娄八路,称重点数,否,,否,正常
234136,重庆客百年农产品经营有限公司,Z071065,重庆客百年农产品经营有限公司,重庆市重庆市江津区九江大道,称重点数,否,,否,正常
114358,重庆市钱大妈供应链管理有限公司,Z009013,重庆市钱大妈供应链管理有限公司,重庆市重庆市沙坪坝区红星美凯龙智慧物流城安能物流重庆分拨中心,称重点数,否,,否,正常
231502,成都永辉商业发展有限公司CQ,Z069328,成都永辉商业发展有限公司CQ,四川省成都市彭州市成都市彭州濛阳镇新城商业中心宝兴街37号二楼成都市彭州濛阳镇新城商业中心宝兴街37号二楼,称重点数,否,,否,正常
231559,湖北永辉中百超市有限公司,Z069325,湖北永辉中百超市有限公司,湖北省武汉市硚口区武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部)武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部),称重点数,否,,否,正常
231559,湖北永辉中百超市有限公司,Z069325,湖北永辉中百超市有限公司,湖北省武汉市硚口区武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部)武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部),称重点数,否,,否,正常
231573,陕西永辉超市有限公司,Z069323,陕西永辉超市有限公司,陕西省西安市莲湖区西安市莲湖区唐延路168号西安市莲湖区唐延路168号,称重点数,否,,否,正常
231573,陕西永辉超市有限公司,Z069323,陕西永辉超市有限公司,陕西省西安市莲湖区西安市莲湖区唐延路168号西安市莲湖区唐延路168号,称重点数,否,,否,正常
250423,北京永辉商业有限公司,Z088316,北京永辉商业有限公司,北京市北京市石景山区北京市石景山区鲁谷大街东侧永辉超市一层,称重点数,否,,否,正常
118891,重庆交通大学幼儿园,Z085791,交大幼-荤食类,重庆市重庆市南岸区交通大学幼儿园2号门,称重点数,否,,否,正常
116943,重庆市渝中区锦程小金星幼儿园,Z013803,重庆市渝中区锦程小金星幼儿园-学生,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,称重点数,是,,否,正常
118891,重庆交通大学幼儿园,Z085785,交大幼-蔬菜类,重庆市重庆市南岸区交通大学幼儿园2号门,称重点数,否,,否,正常
118891,重庆交通大学幼儿园,Z085792,交大幼-副食类,重庆市重庆市南岸区交通大学幼儿园2号门,称重点数,否,,否,正常
116943,重庆市渝中区锦程小金星幼儿园,Z013802,重庆市渝中区锦程小金星幼儿园-老师,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,称重点数,是,,否,正常
116943,重庆市渝中区锦程小金星幼儿园,Z013803,重庆市渝中区锦程小金星幼儿园-学生,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,称重点数,是,,否,正常
232493,重庆市渝北区盛果誉峰幼儿园,Z072264,重庆市渝北区盛果誉峰幼儿园,重庆市重庆市渝北区渝北区盛果誉幼儿园食堂,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096845,渝北区交巡警-双凤大队,重庆市重庆市渝北区渝北区空港大道97号只能停在路边 把货带进去,称重点数,否,,否,正常
121045,重庆高新区天骄名城小金星幼儿园,Z029794,天骄名城小金星幼儿园-老师,重庆市重庆市沙坪坝区天骄名城东1期,称重点数,否,30分钟,否,正常
115082,重庆市九龙坡区锦尚小金星幼儿园,Z010662,重庆市锦尚小金星幼儿园-老师,重庆市重庆市九龙坡区万科锦尚小区大门口锦尚小金星幼儿园锦尚小金星幼儿园,称重点数,是,,否,正常
117112,重庆九龙坡区铝都实验幼儿园,Z094603,铝都实验幼儿园-教师,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,称重点数,否,,否,正常
117112,重庆九龙坡区铝都实验幼儿园,Z014005,重庆九龙坡区铝都实验幼儿园,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,称重点数,否,,否,正常
121045,重庆高新区天骄名城小金星幼儿园,Z029806,天骄名城小金星幼儿园-学生,重庆市重庆市沙坪坝区天骄名城东1期,称重点数,否,30分钟,否,正常
118891,重庆交通大学幼儿园,Z085791,交大幼-荤食类,重庆市重庆市南岸区交通大学幼儿园2号门,称重点数,否,,否,正常
117052,静苑观江岭幼儿园,Z014003,静苑观江岭幼儿园,重庆市重庆市九龙坡区杨九路(志龙观江嶺)静苑观江岭幼儿园,称重点数,是,15分钟,否,正常
117134,重庆九龙坡区铝都实验幼儿园大石堡分园,Z014006,重庆九龙坡区铝都实验幼儿园大石堡分园,重庆市重庆市九龙坡区西彭镇铝城正街2号铝都实验幼儿园(大石堡分园),称重点数,否,,否,正常
115082,重庆市九龙坡区锦尚小金星幼儿园,Z010664,重庆市锦尚小金星幼儿园-学生,重庆市重庆市九龙坡区万科锦尚小区大门口锦尚小金星幼儿园锦尚小金星幼儿园,称重点数,是,,否,正常
117112,重庆九龙坡区铝都实验幼儿园,Z014005,重庆九龙坡区铝都实验幼儿园,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,称重点数,否,,否,正常
117112,重庆九龙坡区铝都实验幼儿园,Z094603,铝都实验幼儿园-教师,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,称重点数,否,,否,正常
117052,静苑观江岭幼儿园,Z094606,静苑观江岭幼儿园-教师,重庆市重庆市九龙坡区杨九路(志龙观江嶺)静苑观江岭幼儿园,称重点数,是,15分钟,否,正常
105802,重庆市九龙坡区恒大小金星幼儿园,SC19A070000031,恒大小金星幼儿园-学生,重庆市重庆市九龙坡区恒华路8号10栋恒大小金星幼儿园,称重点数,否,,否,正常
154936,重庆嘉威啤酒有限公司,Z083986,重庆嘉威啤酒—集团,重庆市重庆市大渡口区重庆鑫钰实业集团重庆市大渡口区金桥路附近,称重点数,是,30分钟,否,正常
105802,重庆市九龙坡区恒大小金星幼儿园,SC19A070000030,恒大小金星幼儿园-老师,重庆市重庆市九龙坡区恒华路8号10栋恒大小金星幼儿园,称重点数,否,,否,正常
117135,重庆九龙坡区窑瓦溪幼儿园,Z014004,重庆九龙坡区窑瓦溪幼儿园,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,称重点数,否,,否,正常
117135,重庆九龙坡区窑瓦溪幼儿园,Z014004,重庆九龙坡区窑瓦溪幼儿园,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096848,渝北区交巡警-双龙大队,重庆市重庆市渝北区双龙大队把菜送进去不要放在地上,称重点数,否,,否,正常
120623,重庆丽苑大酒店有限公司,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
120623,重庆丽苑大酒店有限公司,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
120623,重庆丽苑大酒店有限公司,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
126924,万泰建设集团有限公司,Z050017,重庆万泰建设-万科白鹤岭项目,重庆市-沙坪坝区-覃家岗街道G75(兰海高速)重庆市沙坪坝区学灯路5号7幢2-1,称重点数,是,,否,正常
120623,重庆丽苑大酒店有限公司,Z028447,丽苑大酒店-员工餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
226630,重庆市巴南区芸峰兰亭幼儿园,Z073098,重庆市巴南区芸峰兰亭幼儿园,巴南区芸兴路303号,称重点数,否,,否,正常
121149,重庆大江建设工程集团有限公司,Z039087,重庆大江建设工程集团有限公司-客餐,重庆市重庆市渝北区重庆市渝北区金安路,称重点数,是,,否,正常
104840,重庆品谷谷餐饮有限公司,104840,重庆品谷谷餐饮有限公司,重庆市重庆市沙坪坝区彩食鲜大厦食堂重庆彩食鲜食堂,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096847,渝北区交巡警-两路大队,重庆市重庆市渝北区两路大队钥匙放在门口的直接拿钥匙开小门放回原处,信任交接,否,,否,正常
120623,重庆丽苑大酒店有限公司,Z028684,丽苑大酒店-宴会厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
245710,重庆百幼蒙养托育服务合伙企业（有限合伙）,Z084000,重庆百幼蒙养托育服务合伙企业（有限合伙）,重庆市重庆市渝北区重庆百幼蒙养托育服务合伙企业（有限合伙）,称重点数,否,15分钟,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096843,渝北区交巡警-事故预防及处理大队,重庆市重庆市渝北区重庆市渝北区回兴街道双湖路147号货拿到2楼食堂 喊保安点货,称重点数,否,,否,正常
110778,重庆拓达建设（集团）有限公司,110778,重庆拓达建设（集团）有限公司,重庆市重庆市南岸区重庆拓达建设(集团)有限公司南岸区学府大道54号附7号2楼,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096841,渝北区交巡警-回兴大队,重庆市重庆市渝北区重庆市渝北区凯哥三支路99号门卫那里拿钥匙肉放在冰箱，拿了钥匙放回原处,信任交接,否,,否,正常
106266,重庆市沙坪坝区华彩幼儿园,106266,重庆市沙坪坝区华彩幼儿园,重庆市重庆市沙坪坝区凤天大道140号附近华彩艺术幼儿园,称重点数,是,15分钟,否,正常
106266,重庆市沙坪坝区华彩幼儿园,106266,重庆市沙坪坝区华彩幼儿园,重庆市重庆市沙坪坝区凤天大道140号附近华彩艺术幼儿园,称重点数,是,15分钟,否,正常
109786,重庆市教育科学研究院,109786,重庆市教育科学研究院,重庆市重庆市渝中区重庆市教育科学研究院,称重点数,是,10分钟,是,正常
120623,重庆丽苑大酒店有限公司,Z028684,丽苑大酒店-宴会厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
120623,重庆丽苑大酒店有限公司,Z061098,丽苑大酒店-外卖,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
154936,重庆嘉威啤酒有限公司,Z078590,重庆嘉威啤酒有限公司,重庆市重庆市大渡口区重庆嘉威啤酒,称重点数,是,,否,正常
237595,重庆东彭物业管理有限公司,Z076435,重庆东彭物业管理有限公司,重庆市重庆市渝北区渝北区财富中心山顶3号重庆渝北区财富大道14号山顶（中能建城乡投资重庆有限公司）,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096846,渝北区交巡警-龙山大队,重庆市重庆市渝北区龙山大队送到食堂桌子上，不能放地上,称重点数,否,,否,正常
111153,重庆皓春健康产业有限公司,111153,重庆皓春健康产业有限公司,"重庆市重庆市九龙坡区：重庆新壹城2号楼3楼养老公寓后厨
：重庆新壹城2号楼3楼养老公寓后厨",称重点数,是,,否,正常
118470,重庆今瑜医药股份有限公司,Z016497,重庆今瑜医药股份有限公司,重庆市重庆市南岸区龙翔路2号,称重点数,否,,否,正常
165243,重庆市公安局渝北区分局交通巡逻警察支队,Z096847,渝北区交巡警-两路大队,重庆市重庆市渝北区两路大队钥匙放在门口的直接拿钥匙开小门放回原处,信任交接,否,,否,正常
245710,重庆百幼蒙养托育服务合伙企业（有限合伙）,Z084000,重庆百幼蒙养托育服务合伙企业（有限合伙）,重庆市重庆市渝北区重庆百幼蒙养托育服务合伙企业（有限合伙）,称重点数,否,15分钟,否,正常
