销售订单,计划发货日期,子客户编码,子客户名称,子客户地址,经纬度,经纬度1,地址code
OM25062900004580,2025-06-30,Z099707,三中队,重庆市-九龙坡区-白马凼支路白马凼1号白马凼1号,29.538618,106.483303,59047
OM25062900004584,2025-06-30,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,29.53605,106.325398,35883
OM25062900004585,2025-06-30,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,29.53605,106.325398,35883
OM25062900004601,2025-06-30,Z088267,勤务学院一食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,29.635466,106.324651,46448
OM25062900004604,2025-06-30,Z088269,八食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,29.635466,106.324651,46448
OM25062900004635,2025-06-30,Z099881,重庆市凤鸣山中学常温奶面包,重庆市-沙坪坝区-凤天大道150号重庆市凤鸣山中学,29.534966,106.455153,54699
OM25062900004666,2025-06-30,Z038638,中国人民解放军77728部队,重庆市重庆市巴南区李家沱工联二村139号,29.466024,106.562973,6470
OM25062900004677,2025-06-30,Z014018,中国人民解放军32605 部队-警卫勤务连机关食堂,大坪长江二路39号,29.544284,106.532194,57062
OM25062900004704,2025-06-30,Z033856,重庆市房地产交易事务中心,重庆市重庆市江北区北滨一路366号鼎新国际中心2号楼,29.5637,106.539747,5665
OM25062900004712,2025-06-30,Z014024,中国人民解放军32605部队-保障四队1号食堂 六公里站点,重庆市重庆市南岸区六公里-公交车站,29.503391,106.580548,6088
OM25062900004726,2025-06-30,Z007847,厦门银行重庆分行-办公室,重庆市重庆市江北区重庆市江北区金沙门路,29.577264,106.575313,33593
OM25062900004742,2025-06-30,Z012812,浙商银行-商务接待,浙商银行信达国际C栋3楼（从负一楼车库进去）,29.619746,106.496322,56129
OM25062900004768,2025-06-30,Z035563,烤匠光环购物中心-员工餐,鸳鸯街道湖彩路118号L5层A-L5-28,29.656515,106.53562,58323
OM25062900004769,2025-06-30,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,29.656515,106.53562,58323
OM25062900004813,2025-06-30,Z086584,中国烟草总公司重巴南分公司（界石）,重庆市重庆市巴南区巴南区畅想路16号附近烟草公司,29.393828,106.611893,45282
OM25062900004820,2025-06-30,Z071219,渝北区消防救援支队-支队机关,重庆市重庆市渝北区渝北消防南侧正大门别去北侧，中粮祥云C区正对面,29.733029,106.57485,32358
OM25062900004832,2025-06-30,Z087474,中交第四航务工程局有限公司CQ,重庆市-沙坪坝区-回龙坝镇垄安大道542号彩食鲜大厦1楼中交第四航务工程局,29.676267,106.385061,54870
OM25062900004879,2025-06-30,Z099710,十五中队,重庆市重庆市江北区盛安路1盛安路6号,29.648298,106.804464,55807
OM25062900004894,2025-06-30,Z099801,十一中队,重庆市-渝北区-翠屏路与翠屏一支巷交叉口西340米,29.685932,106.631277,54623
OM25062900004927,2025-06-30,SC197250000003,烤匠时代天街-员工餐,重庆市重庆市渝中区时代天街A馆5楼烤匠,29.543923,106.517705,46987
OM25062900004928,2025-06-30,Z086211,烤匠龙湖源著,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,29.60528,106.49598,45004
OM25062900004929,2025-06-30,SC196300000002,烤匠万象城,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),29.522457,106.524528,16222
OM25062900004930,2025-06-30,Z087345,烤匠龙湖U城-员工餐,重庆市重庆市沙坪坝区龙湖U城龙湖U城B馆南8馆4楼01、02号商铺,29.614446,106.299863,45813
OM25062900004932,2025-06-30,Z074427,烤匠IFS国金中心店,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,29.583249,106.579994,53160
OM25062900004933,2025-06-30,Z087344,烤匠龙湖U城,重庆市重庆市沙坪坝区龙湖U城龙湖U城B馆南8馆4楼01、02号商铺,29.614446,106.299863,45813
OM25062900004934,2025-06-30,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,29.656515,106.53562,58323
OM25062900004935,2025-06-30,Z074969,烤匠南坪协信星光店,重庆市重庆市南岸区南坪协信星光,29.529062,106.57777,34082
OM25062900004937,2025-06-30,Z048908,烤匠龙湖北城天街,重庆市重庆市江北区北城天街烤匠4楼,29.583886,106.539845,46512
OM25062900004949,2025-06-30,Z039087,重庆大江建设工程集团有限公司-客餐,重庆市重庆市渝北区重庆市渝北区金安路,29.63154,106.560191,56091
OM25062900004953,2025-06-30,Z014026,中国人民解放军32605部队-保障四队3号食堂 六公里站点,重庆市重庆市南岸区南岸区六公里学府大道69号学府大道69号,29.494683,106.583895,49564
OM25062900004961,2025-06-30,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,29.573053,106.291009,26215
OM25062900005003,2025-06-30,Z084421,九龙坡区交通运输委员会,重庆市重庆市九龙坡区建设大厦建设大厦旁边交通局食堂3楼,29.51463,106.532276,34332
OM25062900005005,2025-06-30,Z046275,重庆两江新区鱼复工业园建设投资有限公司（日配）,重庆市重庆市江北区重庆两江新区鱼复工业园建设投资有限公司,29.632985,106.761989,5674
OM25062900005006,2025-06-30,Z085093,中信银行-解放碑支行（日配）,重庆市重庆市渝中区渝中区八一路260号恒通云鼎1单元10-3恒通云鼎1单元10-3,29.560835,106.582366,44169
OM25062900005012,2025-06-30,Z085081,中信银行-金渝支行（日配）,重庆市重庆市渝北区金渝支行时代中心1号中信银行金渝支行时代中心1号门3栋6-3,29.658287,106.532388,44160
OM25062900005015,2025-06-30,Z085098,中信银行-高新支行（日配）,重庆市重庆市九龙坡区九龙坡区科园一街25号新锐地带C栋5-3科园一街25号新锐地带C栋5-3,29.53759,106.493782,44164
OM25062900005036,2025-06-30,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,29.624766,106.508776,35260
OM25062900005065,2025-06-30,Z100128,重庆青凤科技发展有限公司,重庆市-沙坪坝区-凤集路与海博大道交口西北侧重庆市沙坪坝区凤集路与海博大道交叉口西北方向181米,29.715338,106.33835,54897
OM25062900005066,2025-06-30,Z077152,公路数据双桥基地干副,重庆市重庆市大足区公路数据中心双桥基地还没到就打哥电话,29.527033,105.807366,52571
OM25062900005071,2025-06-30,Z062050,重庆市渝北区人民政府人和街道办事处,重庆市重庆市渝北区人和街道办事处,29.633111,106.543666,22911
OM25062900005079,2025-06-30,Z085058,中信银行-经开支行（日配）,重庆市重庆市南岸区重庆市重庆市南岸区南岸区上海城26栋13-2重庆市重庆市南岸区南岸区上海城26栋13-2,29.536444,106.568756,44146
OM25062900005092,2025-06-30,Z088271,勤务学院二食堂,重庆市重庆市沙坪坝区勤务学院,29.635466,106.324651,46450
OM25062900005096,2025-06-30,Z088272,勤务学院三食堂,重庆市重庆市沙坪坝区勤务学院三食堂,29.635466,106.324651,46452
OM25062900005110,2025-06-30,106900,中国石油集团川庆钻探工程有限公司重庆运输总公司,重庆市重庆市渝北区红石支路299号中国石油川庆钻探工程有限公司重庆运输总公司,29.582631,106.514249,6385
OM25062900005135,2025-06-30,Z099708,四中队,渝北区红锦大道60号,29.600396,106.530686,55806
OM25062900005140,2025-06-30,Z007483,考试中心（西南基地冻货）,东环路5号10栋,29.633609,106.670156,55106
OM25062900005144,2025-06-30,Z017640,中铁建生态环境有限公司-员工餐,中铁建生态环境有限公司,29.80278,106.402117,55036
OM25062900005147,2025-06-30,Z007481,考试中心（西南基地肉）,东环路5号10栋,29.633609,106.670156,55106
OM25062900005166,2025-06-30,Z015238,沙坪坝区气象局,重庆市重庆市沙坪坝区饮水村104号重庆市沙坪坝区气象局,29.579333,106.470382,20232
OM25062900005175,2025-06-30,Z099705,教导队,重庆市南岸区罗家坝向家坡36号向家坡36号,29.533428,106.591886,54642
OM25062900005176,2025-06-30,Z010605,重庆市血液中心,华福大道北段21号重庆市血液中心血液中心,29.448701,106.449057,58982
OM25062900005188,2025-06-30,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,29.49352,106.473143,51551
OM25062900005196,2025-06-30,Z063572,重庆市应能应急救援有限公司（直属支队）,专业救援,29.816575,106.542752,55717
OM25062900005205,2025-06-30,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OM25062900005245,2025-06-30,Z068930,重庆颐悦酒店管理有限公司,重庆市重庆市渝北区重庆市渝北区庐山大道,29.619044,106.554536,54319
OM25062900005250,2025-06-30,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,29.49352,106.473143,51551
OM25062900005281,2025-06-30,Z093085,重庆两江新区金山名都天宝乐幼儿园1-学生,重庆市重庆市渝北区重庆市渝北区金山街道龙荣路60号天宝乐幼儿园,29.656111,106.57072,54330
OM25062900005310,2025-06-30,Z048909,烤匠龙湖北城天街-员工餐,重庆市重庆市江北区北城天街烤匠4楼,29.583886,106.539845,46512
OM25062900005311,2025-06-30,SC197250000002,烤匠万象城-员工餐,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),29.522457,106.524528,16222
OM25062900005312,2025-06-30,Z074427,烤匠IFS国金中心店,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,29.583249,106.579994,53160
OM25062900005326,2025-06-30,SC197250000001,烤匠大融城-员工餐,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),29.582589,106.540047,5680
OM25062900005327,2025-06-30,SC196300000003,烤匠大融城,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),29.582589,106.540047,5680
OM25062900005328,2025-06-30,SC197250000004,烤匠时代广场-员工餐,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),29.564171,106.583643,5560
OM25062900005329,2025-06-30,Z074428,烤匠IFS国金中心店-员工餐,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,29.583249,106.579994,53160
OM25062900005331,2025-06-30,SC196300000002,烤匠万象城,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),29.522457,106.524528,16222
OM25062900005332,2025-06-30,Z074970,烤匠南坪协信星光店-员工餐,重庆市重庆市南岸区南坪协信星光,29.529062,106.57777,34082
OM25062900005334,2025-06-30,Z074969,烤匠南坪协信星光店,重庆市重庆市南岸区南坪协信星光,29.529062,106.57777,34082
OM25062900005336,2025-06-30,Z037798,烤匠大悦城-员工餐,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,29.727912,106.57822,6336
OM25062900005337,2025-06-30,Z093083,重庆两江新区金山名都天宝乐幼儿园2-学生,重庆市重庆市九龙坡区袁家岗162号2-18号（众科大厦13楼19号）,29.529399,106.517129,20505
OM25062900005338,2025-06-30,Z037797,烤匠大悦城,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,29.727912,106.57822,6336
OM25062900005339,2025-06-30,Z078516,烤匠巴南万达广场店,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,29.405264,106.551076,39218
OM25062900005341,2025-06-30,Z093084,重庆两江新区金山名都天宝乐幼儿园2-教师,重庆市重庆市九龙坡区袁家岗162号2-18号（众科大厦13楼19号）,29.529399,106.517129,20505
OM25062900005343,2025-06-30,Z087542,烤匠来福士,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,29.570101,106.594307,48033
OM25062900005346,2025-06-30,Z086212,烤匠龙湖源著-员工餐,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,29.60528,106.49598,45004
OM25062900005378,2025-06-30,Z050852,重庆当代整形外科医院有限公司,重庆市重庆市江北区重庆市江北区建新西路184附2号,29.57101,106.526006,48200
OM25062900005384,2025-06-30,Z051152,重庆当代整形外科医院有限公司-客餐,重庆市重庆市江北区重庆市江北区建新西路184附2号,29.57101,106.526006,48200
OM25062900005397,2025-06-30,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900005399,2025-06-30,Z085328,重庆市巴南区人民政府南彭街道办事处,重庆市重庆市巴南区巴南区南彭街道办南彭街道办斜对面（停车场往里走）,29.349681,106.661351,44451
OM25062900005405,2025-06-30,Z066477,重庆市沙坪坝区医疗保障局,重庆市重庆市沙坪坝区重庆市沙坪坝区医疗保障局,29.546518,106.453372,28505
OM25062900005443,2025-06-30,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900005452,2025-06-30,Z050185,慎安（重庆）医院-月子厨房,重庆市重庆市渝北区莱佛士医院车库厨房,29.642794,106.478899,24771
OM25062900005454,2025-06-30,Z015323,保税港港欣1号餐厅,重庆市重庆市江北区江北区远航大道88号水港综合大楼重庆市江北区远航大道88号水港综合大楼B栋308重庆保税港区港欣资产经营管理有限公司,29.632117,106.60369,23619
OM25062900005477,2025-06-30,Z077253,重庆农村商业银行股份有限公司大足支行,重庆市重庆市大足区大足区五星大道390号附2号重庆大足区五星大道390号附2号7楼,29.69033,105.737082,35413
OM25062900005510,2025-06-30,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,29.743122,106.590964,35882
OM25062900005511,2025-06-30,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,29.743122,106.590964,35882
OM25062900005567,2025-06-30,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,29.37809,106.540238,6491
OM25062900005571,2025-06-30,Z014771,重庆市安全生产考试中心-西南基地,重庆市重庆市江北区国家安监实训基地,29.633076,106.669364,28352
OM25062900005573,2025-06-30,Z047140,重庆中国三峡博物馆-大礼堂,重庆市重庆市渝中区重庆中国三峡博物馆渝中区人民路236号,29.568347,106.556882,23844
OM25062900005578,2025-06-30,Z099715,十中队,重庆市-北碚区-歇马街道断头路左传一直下,29.79395,106.416438,54624
OM25062900005582,2025-06-30,Z099802,江北中队,重庆市重庆市江北区盛华路12号,29.653835,106.831191,55855
OM25062900005597,2025-06-30,Z063575,重庆市应能应急救援有限公司永川队,重庆市重庆市永川区永川区红炉镇四合厂红炉镇四合厂,29.34498,105.724175,25653
OM25062900005610,2025-06-30,Z088293,重庆第二师范学院-1楼,重庆市重庆市南岸区重庆第二师范学院培训中心 重庆市南岸区学府大道11号,29.517908,106.581872,43424
OM25062900005616,2025-06-30,Z068672,重庆南岸腾龙幼儿园,重庆市南岸区弹子石新街57号,29.585712,106.603476,56170
OM25062900005625,2025-06-30,Z007473,考试中心（应急管理局干副）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900005626,2025-06-30,Z099709,九中队,两路镇航惠路21号,29.732439,106.646695,55190
OM25062900005627,2025-06-30,Z072345,口腔医院上清寺站点,重庆市重庆市渝中区上清寺口腔口院车库升降到2楼，带推车,29.565573,106.553026,33101
OM25062900005630,2025-06-30,Z007471,考试中心（应急管理局水果）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900005633,2025-06-30,Z099711,十二中队,重庆市重庆市江北区铁山坪街道翠微路5号,29.613793,106.674507,58472
OM25062900005653,2025-06-30,Z092093,联勤保障部队第三储备资产管理局重庆管理站,重庆市重庆市渝中区渝中区七星岗民生路兴利大厦兴利大厦28楼,29.562376,106.575413,49020
OM25062900005670,2025-06-30,106602,重庆美莱整形美容医院有限公司,重庆市重庆市江北区重庆市江北区建新西路184附2号,29.571259,106.526455,48104
OM25062900005673,2025-06-30,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,29.53605,106.325398,35883
OM25062900005684,2025-06-30,Z100853,道角检修基地,重庆市-巴南区-渝南大道(京汉凤凰城南侧约100米)轻轨道角检修基地,29.391216,106.548796,55501
OM25062900005686,2025-06-30,Z064708,重庆万家雅迪汽车销售服务有限公司,重庆市重庆市沙坪坝区重庆市沙坪坝区石新路321号凤天大道159号,29.53091,106.45994,48616
OM25062900005697,2025-06-30,Z100961,大堰综合基地,重庆市-九龙坡区-水碾路27号重庆轨道交通大堰综合基地,29.504412,106.506674,55632
OM25062900005699,2025-06-30,Z088268,四食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,29.635466,106.324651,46448
OM25062900005719,2025-06-30,Z092460,中国人民解放军32614部队,重庆市重庆市江津区重庆市江津区广兴镇军民街81号,29.061945,106.56171,49384
OM25062900005745,2025-06-30,108040,中国十九冶集团有限公司重庆分公司,重庆市重庆市渝北区渝北洪湖西路18号上丁企业公园28幢 ,29.615037,106.508318,46192
OM25062900005778,2025-06-30,Z099882,重庆市凤鸣山中学日用品,重庆市-沙坪坝区-凤天大道150号重庆市凤鸣山中学,29.534966,106.455153,54699
OM25062900005788,2025-06-30,Z033856,重庆市房地产交易事务中心,重庆市重庆市江北区北滨一路366号鼎新国际中心2号楼,29.5637,106.539747,5665
OM25062900005810,2025-06-30,Z014021,中国人民解放军32605部队-八公里车材站点,重庆市重庆市巴南区重庆市巴南区巴滨路与娄八路,29.48888,106.565944,49366
OM25062900005812,2025-06-30,Z041404,大连银行股份有限公司重庆分行,大连银行(重庆分行),29.597302,106.520366,58980
OM25062900005845,2025-06-30,105483,重庆市会展服务中心,重庆市重庆市江北区江北区建新北路65号外经贸大厦楼后面外贸食堂,29.58656,106.533919,24391
OM25062900005846,2025-06-30,Z011394,烤匠金沙天街-员工餐,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,29.560707,106.465319,26711
OM25062900005848,2025-06-30,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,29.560707,106.465319,26711
OM25062900005897,2025-06-30,Z086400,中建三局-联发三湾项目,重庆市重庆市江北区重庆市江北区三湾路（保利江上明珠乐园）16号附25号3-3（保利江上明珠乐园）16号附25号3-3,29.574211,106.521366,45115
OM25062900005899,2025-06-30,Z099800,渝北中队,重庆市渝北区沙岚垭公交站,29.792881,106.636653,58753
OM25062900005900,2025-06-30,Z119310,重庆萤之森酒店管理有限公司,重庆市-沙坪坝区-丰文街道大学城丰文街道三河村萤火谷农场萤之森石头花园民宿,29.646664,106.294148,58838
OM25062900005911,2025-06-30,Z119415,重庆市住房公积金管理中心沙坪坝办事处,重庆市-沙坪坝区-石井坡街道团结坝436号附38号团结坝438号公积金中心,29.603087,106.455863,59031
OM25062900005934,2025-06-30,Z100841,中梁山基地,重庆市九龙坡区福园路,29.44153,106.444222,55739
OM25062900005965,2025-06-30,Z074563,蓝月亮（重庆）有限公司,蓝月亮,29.410934,106.633193,55812
OM25062900006008,2025-06-30,Z102432,重庆颐天康养产业发展有限公司,重庆市-渝中区-中山三128号、130号投资大厦车库电梯到负一楼颐天康养食堂,29.562989,106.556505,56131
OM25062900006017,2025-06-30,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,29.560707,106.465319,26711
OM25062900006018,2025-06-30,SC196300000003,烤匠大融城,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),29.582589,106.540047,5680
OM25062900006019,2025-06-30,SC196290000004,烤匠时代广场,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),29.564171,106.583643,5560
OM25062900006020,2025-06-30,Z037797,烤匠大悦城,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,29.727912,106.57822,6336
OM25062900006021,2025-06-30,Z078516,烤匠巴南万达广场店,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,29.405264,106.551076,39218
OM25062900006022,2025-06-30,SC196290000005,烤匠时代天街,重庆市重庆市渝中区时代天街A馆5楼烤匠,29.543923,106.517705,46987
OM25062900006023,2025-06-30,Z087542,烤匠来福士,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,29.570101,106.594307,48033
OM25062900006035,2025-06-30,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,29.743122,106.590964,35882
OM25062900006039,2025-06-30,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900006042,2025-06-30,Z099716,北碚中队,重庆市重庆市北碚区重庆市重庆市北碚区沙岗坡,29.727665,106.457473,54562
OM25062900006047,2025-06-30,Z014025,中国人民解放军32605部队-保障四队2号食堂 六公里站点,重庆市重庆市南岸区南岸区六公里渝能国际,29.505844,106.580008,49563
OM25062900006049,2025-06-30,Z044013,重庆市生态环境监测中心-用品,重庆市重庆市渝北区重庆市生态环境监测中心,29.597912,106.498872,16702
OM25062900006229,2025-06-30,Z102240,两江新区人民医院-小卖部,重庆市-渝北区-人兴路199号导航两江新区第一人民医院新院区4号门，进车库，下到1楼,29.62831,106.537816,56197
OM25062900007063,2025-06-30,Z081586,机场职工一食堂干副,重庆市重庆市渝北区机场集团一食堂,29.704052,106.656621,41823
OM25062900007092,2025-06-30,Z014023,中国人民解放军32605部队-保障一队彭家花园食堂,大坪正街彭家花园12号,29.546478,106.520989,57064
OM25062900007097,2025-06-30,Z092497,252513-巴南站点,重庆市-巴南区-娄八路,29.488635,106.566114,57025
OM25063000000175,2025-06-30,Z071065,重庆客百年农产品经营有限公司,重庆市重庆市江津区九江大道,29.390591,106.278841,54621
OM25063000002185,2025-06-30,Z009013,重庆市钱大妈供应链管理有限公司,重庆市重庆市沙坪坝区红星美凯龙智慧物流城安能物流重庆分拨中心,29.680634,106.38609,20988
OM25063000002938,2025-06-30,Z069328,成都永辉商业发展有限公司CQ,四川省成都市彭州市成都市彭州濛阳镇新城商业中心宝兴街37号二楼成都市彭州濛阳镇新城商业中心宝兴街37号二楼,30.960375,104.121661,29733
OM25063000002946,2025-06-30,Z069325,湖北永辉中百超市有限公司,湖北省武汉市硚口区武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部)武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部),30.610257,114.203176,29791
OM25063000002950,2025-06-30,Z069325,湖北永辉中百超市有限公司,湖北省武汉市硚口区武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部)武汉市硚口区古田二路8栋2-6层B座(汇丰企业总部),30.610257,114.203176,29791
OM25063000003912,2025-06-30,Z069323,陕西永辉超市有限公司,陕西省西安市莲湖区西安市莲湖区唐延路168号西安市莲湖区唐延路168号,34.24374,108.895401,29749
OM25063000003919,2025-06-30,Z069323,陕西永辉超市有限公司,陕西省西安市莲湖区西安市莲湖区唐延路168号西安市莲湖区唐延路168号,34.24374,108.895401,29749
OM25063000003924,2025-06-30,Z088316,北京永辉商业有限公司,北京市北京市石景山区北京市石景山区鲁谷大街东侧永辉超市一层,39.899425,116.238701,46483
OW25062600000176,2025-06-30,Z085791,交大幼-荤食类,重庆市重庆市南岸区交通大学幼儿园2号门,29.494323,106.580033,52531
OW25062600000205,2025-06-30,Z013803,重庆市渝中区锦程小金星幼儿园-学生,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,29.545792,106.51192,15612
OW25062600001160,2025-06-30,Z085785,交大幼-蔬菜类,重庆市重庆市南岸区交通大学幼儿园2号门,29.494323,106.580033,52531
OW25062600001162,2025-06-30,Z085792,交大幼-副食类,重庆市重庆市南岸区交通大学幼儿园2号门,29.494323,106.580033,52531
OW25062600001195,2025-06-30,Z013802,重庆市渝中区锦程小金星幼儿园-老师,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,29.545792,106.51192,15612
OW25062600001201,2025-06-30,Z013803,重庆市渝中区锦程小金星幼儿园-学生,重庆市重庆市渝中区河运路2号锦程小金星幼儿园,29.545792,106.51192,15612
OW25062700000022,2025-06-30,Z072264,重庆市渝北区盛果誉峰幼儿园,重庆市重庆市渝北区渝北区盛果誉幼儿园食堂,29.7242,106.583455,39257
OW25062700000040,2025-06-30,Z096845,渝北区交巡警-双凤大队,重庆市重庆市渝北区渝北区空港大道97号只能停在路边 把货带进去,29.741647,106.63903,52177
OW25062700000058,2025-06-30,Z029794,天骄名城小金星幼儿园-老师,重庆市重庆市沙坪坝区天骄名城东1期,29.587865,106.322559,15915
OW25062700000065,2025-06-30,Z010662,重庆市锦尚小金星幼儿园-老师,重庆市重庆市九龙坡区万科锦尚小区大门口锦尚小金星幼儿园锦尚小金星幼儿园,29.549904,106.501745,25762
OW25062700000082,2025-06-30,Z094603,铝都实验幼儿园-教师,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,29.306186,106.335525,5917
OW25062700000085,2025-06-30,Z014005,重庆九龙坡区铝都实验幼儿园,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,29.306186,106.335525,5917
OW25062700000087,2025-06-30,Z029806,天骄名城小金星幼儿园-学生,重庆市重庆市沙坪坝区天骄名城东1期,29.587865,106.322559,15915
OW25062700000092,2025-06-30,Z085791,交大幼-荤食类,重庆市重庆市南岸区交通大学幼儿园2号门,29.494323,106.580033,52531
OW25062700000104,2025-06-30,Z014003,静苑观江岭幼儿园,重庆市重庆市九龙坡区杨九路(志龙观江嶺)静苑观江岭幼儿园,29.504005,106.541018,16211
OW25062700000144,2025-06-30,Z014006,重庆九龙坡区铝都实验幼儿园大石堡分园,重庆市重庆市九龙坡区西彭镇铝城正街2号铝都实验幼儿园(大石堡分园),29.309595,106.333469,16225
OW25062700001071,2025-06-30,Z010664,重庆市锦尚小金星幼儿园-学生,重庆市重庆市九龙坡区万科锦尚小区大门口锦尚小金星幼儿园锦尚小金星幼儿园,29.549904,106.501745,25762
OW25062700001096,2025-06-30,Z014005,重庆九龙坡区铝都实验幼儿园,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,29.306186,106.335525,5917
OW25062700001101,2025-06-30,Z094603,铝都实验幼儿园-教师,重庆市重庆市九龙坡区西彭镇三村铝都实验幼儿园,29.306186,106.335525,5917
OW25062700001111,2025-06-30,Z094606,静苑观江岭幼儿园-教师,重庆市重庆市九龙坡区杨九路(志龙观江嶺)静苑观江岭幼儿园,29.504005,106.541018,16211
OW25062800000074,2025-06-30,SC19A070000031,恒大小金星幼儿园-学生,重庆市重庆市九龙坡区恒华路8号10栋恒大小金星幼儿园,29.481983,106.453207,16198
OW25062800001010,2025-06-30,Z083986,重庆嘉威啤酒—集团,重庆市重庆市大渡口区重庆鑫钰实业集团重庆市大渡口区金桥路附近,29.458992,106.484729,43478
OW25062800001070,2025-06-30,SC19A070000030,恒大小金星幼儿园-老师,重庆市重庆市九龙坡区恒华路8号10栋恒大小金星幼儿园,29.481983,106.453207,16198
OW25062900000011,2025-06-30,Z014004,重庆九龙坡区窑瓦溪幼儿园,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,29.317011,106.333688,5967
OW25062900000012,2025-06-30,Z014004,重庆九龙坡区窑瓦溪幼儿园,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,29.317011,106.333688,5967
OW25062900000026,2025-06-30,Z096848,渝北区交巡警-双龙大队,重庆市重庆市渝北区双龙大队把菜送进去不要放在地上,29.713829,106.60536,52246
OW25062900000090,2025-06-30,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
